Instance,#cols,#rows,DXD_T1,Solutions,Max Blocks,|ZDD|,|DNNF|
doublefact-19.ec,20,190,0.1945,654729075,,,
doublefact-21.ec,22,231,0.6478,13749310575,,,
doublefact-23.ec,24,276,2.3900,316234143225,,,
doublefact-25.ec,26,325,7.7609,7905853580625,,,
doublefact-27.ec,28,378,24.3741,213458046676875,,,
doublefact-29.ec,30,435,72.5849,6190283353629375,,,
exotic_fives.txt,,,TO,,,,
grafo10006.98.txt,158,985,0.3427,272471817868228000342011539250,,,
grafo10017.96.txt,169,6421,9.4725,1126371275539172229007824880,,,
grafo10072.97.txt,158,798,1.3991,13259058958914480360125792,,,
grafo10084.97.txt,164,1260,0.1673,2215710702367944079837593600,,,
grafo10093.98.txt,160,653,0.0313,12011373629043051434493001680,,,
grafo10099.94.txt,153,885,1.1417,39349088628024795597276038431211520,,,
grafo10100.99.txt,169,735,0.4735,7977811134928620432600,,,
grafo10105.93.txt,163,2363,1.0541,1235530189623079694604780000,,,
grafo10112.98.txt,170,1324,1.0937,12692276990425636038640681899566220,,,
grafo10113.94.txt,149,719,0.4116,13552406625123665520153488091360,,,
grafo10116.100.txt,174,2644,5.7748,971215764779959981172051724,,,
grafo10124.100.txt,165,699,5.0272,148037755648448254547995330500,,,
grafo10126.98.txt,176,1728,4.9732,183539511604327781847152690439408,,,
grafo10129.99.txt,168,4020,3.3011,198551644286553956304688320,,,
grafo10130.97.txt,181,16885,259.8207,10981707933947280047541337988700,,,
grafo10146.97.txt,160,898,0.3171,36084888290235633242565472,,,
grafo10151.94.txt,163,1536,22.0375,884237776388877943482121692,,,
grafo10153.100.txt,164,1183,5.5831,1522606325222540988002985840,,,
grafo10156.97.txt,155,770,0.3459,20347415726226677046330578319960,,,
grafo10160.96.txt,174,5415,8.6819,14752167990036562570679040,,,
grafo10161.99.txt,178,3163,2.0316,7489193924846362454591106978792,,,
grafo10162.93.txt,155,1380,0.7314,16943723066030712130728,,,
grafo10164.98.txt,159,4860,6.7838,3832204204851047972904160,,,
grafo10171.99.txt,165,1055,0.3261,15378287316672584254732985280,,,
grafo10173.97.txt,162,1258,18.0345,8321947117800534439910676000,,,
grafo10175.99.txt,157,657,0.3160,85388328645309376216506001872,,,
grafo10176.97.txt,164,1110,0.7183,110391288988965933859653042432,,,
grafo10179.97.txt,165,1247,8.4398,3283276628857985077912945920,,,
grafo10184.100.txt,168,984,0.1470,774260303763303208390801489920,,,
grafo10195.99.txt,167,683,0.0917,190292079107394297194953680,,,
grafo10203.97.txt,152,748,0.0805,60240136444714215336356779770000,,,
grafo10204.100.txt,165,1280,0.8280,29653634898146327380379042234220,,,
grafo10205.97.txt,157,808,0.0518,1047098415602374598602584000,,,
grafo10207.98.txt,156,891,0.0933,407524009110382244942767825920,,,
grafo10209.99.txt,160,838,0.1751,1778405443010598595931612784,,,
grafo10215.93.txt,149,638,0.0444,4429033439896804903015219200,,,
grafo10218.99.txt,172,1568,4.5469,38667110457340255402658803488,,,
grafo10220.97.txt,159,1339,0.5541,1790803918795800975261000000,,,
grafo10223.100.txt,158,1123,0.3208,328837542685158315870007155,,,
grafo10237.100.txt,169,3988,10.3734,56690839685714305150282092960,,,
grafo10244.99.txt,169,1740,0.5565,9063532329631820153122673664,,,
grafo10250.100.txt,162,906,0.1692,114852967527687017594839695360,,,
grafo10259.100.txt,178,3900,6.7333,64165443845633858500762161900,,,
grafo10262.100.txt,159,720,0.0574,6525746259024633846681600,,,
grafo10265.100.txt,154,527,0.0465,32094343893604867070884746240,,,
grafo10266.94.txt,146,604,0.0783,110801121815568366975240,,,
grafo10269.99.txt,165,1798,0.3041,380480960212526987313930000,,,
grafo10273.97.txt,160,1216,0.4214,33635956333383979125105139200,,,
grafo10275.97.txt,156,899,1.8542,244644070413026379047679107760,,,
grafo10288.95.txt,151,639,0.0586,67924110954574990800416160000,,,
grafo10291.93.txt,145,744,0.4401,8089182960223746111277546359360,,,
grafo10292.100.txt,185,7094,127.0106,15866373727064876483668828246080,,,
grafo10293.99.txt,166,870,0.0778,1189967169400391312521176624192,,,
grafo10297.98.txt,159,712,0.0837,5047361956059511058420258045952,,,
grafo10298.97.txt,161,887,0.0662,6411956755318891248938904345600,,,
grafo10303.96.txt,164,749,0.0784,336623282871798635541043488000,,,
grafo10305.100.txt,179,1630,0.2016,292616449355000172969265830912,,,
grafo10318.98.txt,162,1251,0.5668,160075764596308430431394162528,,,
grafo10325.96.txt,157,888,5.5752,1515397275158045792571669607425,,,
grafo10327.97.txt,158,709,0.1091,6668191872233180852367168,,,
grafo10339.95.txt,153,1082,1.2781,154016948980994323270086040,,,
grafo10346.97.txt,152,602,0.6712,85352803321813705564434487680,,,
grafo10351.97.txt,154,1482,2.0616,3038891642273243664196962750,,,
grafo10353.99.txt,161,735,0.7491,577765059452569037115956736,,,
grafo10354.99.txt,161,728,0.0813,2635922965070113457943960,,,
grafo10359.95.txt,154,982,4.7239,21232201433844641535018326254080,,,
grafo10362.94.txt,157,1134,0.3729,13439932228370461283870400,,,
grafo10365.97.txt,175,2806,4.7550,25575653156019543270406020,,,
grafo10369.100.txt,165,1164,0.0832,162269574458684398363738080,,,
grafo10382.94.txt,165,11101,121.4550,409631144437329088019811621600,,,
grafo10383.99.txt,179,1810,1.7092,48590625751332512262533280,,,
grafo10387.97.txt,157,704,0.0274,928110106585327508832600,,,
grafo10388.95.txt,165,1171,0.2444,100871271571286563976946948624,,,
grafo10393.96.txt,172,1111,76.7465,425493453186964623118066838730,,,
grafo10405.97.txt,160,3673,8.2392,422648839585725195128400,,,
grafo10409.96.txt,154,775,0.0771,139058476479714794419701648,,,
grafo10416.96.txt,154,891,0.0811,271249176254157952533452952,,,
grafo10418.100.txt,160,833,0.0779,147754061920021215867995714457600,,,
grafo10420.97.txt,156,770,0.0654,40799332872710765774848481424384,,,
grafo10421.99.txt,167,1119,0.2924,52350402903229612656419750400,,,
grafo10426.100.txt,177,982,8.6746,1827793168247687543855740545483964,,,
grafo10432.99.txt,164,839,0.2685,39585030704867624378340600668160,,,
grafo10434.98.txt,170,13460,143.6674,869079194760573902185388,,,
grafo10436.95.txt,161,1595,0.7044,4397495877745499771502988640640,,,
grafo10441.98.txt,,,TO,,,,
grafo10444.100.txt,169,904,0.2220,16141694039854526732472576000000,,,
grafo10445.94.txt,165,1655,0.4713,139093054073990193881088000,,,
grafo10446.95.txt,146,592,0.0691,1406626619252431805138851200,,,
grafo10452.94.txt,152,677,0.0367,1302522886890895552129225440,,,
grafo10453.97.txt,159,712,0.1784,978126309502359359394781347840,,,
grafo10467.100.txt,156,848,0.4005,829005255557150402856812544000,,,
grafo10469.100.txt,166,769,0.4903,29833371992729329249984,,,
grafo10474.94.txt,169,5123,6.9912,379074777475066237548576,,,
grafo10484.99.txt,171,1813,0.3034,2800369925851353194772692875,,,
grafo10488.98.txt,162,883,0.0935,147530693993345834083200,,,
grafo10489.95.txt,164,6020,36.2173,3021668489455709811606594972,,,
grafo10491.97.txt,169,3856,10.3159,130734696450864539748417120,,,
grafo10492.96.txt,164,4638,7.0725,38385060996073952528012304,,,
grafo10496.98.txt,176,3413,9.2396,14326602878499623356934254944,,,
grafo10501.96.txt,157,847,0.5799,60200824737438188138649600000,,,
grafo10502.91.txt,146,1113,0.4084,17145714310767787059504,,,
grafo10508.100.txt,183,5889,13.1983,4511299976859460536969453195036,,,
grafo10516.94.txt,156,915,1.7035,15349626258814572399639360,,,
grafo10522.99.txt,164,2148,0.9382,1362396344215079666562581191680,,,
grafo10523.97.txt,161,1455,0.1959,2582091752234108448983040,,,
grafo10532.99.txt,163,953,2.3098,462576742767318193685812243872,,,
grafo10533.100.txt,166,1116,1.7694,75765334881122745334866192794594400,,,
grafo10534.100.txt,165,915,0.1045,6190404474802541320344211290206208,,,
grafo10536.99.txt,154,737,0.0846,89947113720736152688205852520,,,
grafo10537.95.txt,164,6323,21.9907,12253198603138424808042214386,,,
grafo10538.100.txt,176,931,1.1441,789373682830989325271163816,,,
grafo10547.94.txt,160,1118,0.3891,6784952125033040430938400,,,
grafo10549.99.txt,171,1562,0.3961,1145040940241452014901674319885248,,,
grafo10552.96.txt,170,1188,2.2320,20889029397226285157195570148,,,
grafo10560.95.txt,156,830,0.1273,10454917675207673432929607718912,,,
grafo10575.99.txt,173,1229,1.9092,290401904358524035719206484192,,,
grafo10577.100.txt,182,2713,0.9456,289452947838024215689962434880,,,
grafo10578.96.txt,165,957,0.1276,59448044221069477278245400,,,
grafo10586.100.txt,162,827,0.2112,3148492073586458925239257920,,,
grafo10589.93.txt,165,1318,0.9974,48907832318169911850493546530,,,
grafo10592.98.txt,157,799,0.3226,2607343682329504256862467094951600,,,
grafo10596.99.txt,156,696,0.3412,112465313385181924312362654720,,,
grafo10603.100.txt,162,554,1.1970,670509391789522585608000,,,
grafo10608.93.txt,155,823,0.1442,2731816373006312109429752800,,,
grafo10624.91.txt,149,701,0.0477,28252598579182428029482758660,,,
grafo10626.100.txt,163,636,0.0550,123805968402809495607386400,,,
grafo10630.94.txt,158,837,4.4257,42203028634531492749435200,,,
grafo10632.100.txt,164,1556,0.6961,574873638719068404760642606008000,,,
grafo10633.100.txt,179,4742,12.0567,4051183497234948245203200,,,
grafo10634.96.txt,170,1196,1.2259,1654781544725917620413343427164,,,
grafo10635.95.txt,163,840,0.2302,71356613932690877273184000,,,
grafo10637.94.txt,152,600,0.2468,11214433932496991100576672,,,
grafo10638.100.txt,162,599,0.3423,186453077689245827319552,,,
grafo10644.100.txt,163,804,0.4332,465721805127078320112415926,,,
grafo10646.100.txt,164,665,0.2309,9820844339917672108320000,,,
grafo10648.98.txt,161,1387,0.6228,356474569742739338284800,,,
grafo10650.98.txt,164,3301,6.3757,34469998616098897969669380,,,
grafo10652.100.txt,178,2919,24.1005,3980767004196538169400792876,,,
grafo10653.100.txt,181,1712,2.2864,1342937053333865090796414720,,,
grafo10662.100.txt,168,829,1.1245,27178777349470484479346220000,,,
grafo10663.99.txt,157,790,0.1138,10004537904397046812627562880,,,
grafo10670.100.txt,171,13528,98.6966,8990527628570146924938508836,,,
grafo10671.100.txt,176,1520,8.6541,624388665254004882462918502728,,,
grafo10674.99.txt,161,1282,0.5405,5795087564123430300037643026176,,,
grafo10676.100.txt,155,741,0.1103,88449251051691116273910908805120,,,
grafo10685.98.txt,157,783,0.1257,18933970214606610605994945868800,,,
grafo10688.95.txt,170,1972,6.3290,7478181939256863448721096448,,,
grafo10689.98.txt,167,1962,0.2613,1370682840424281115042080000,,,
grafo10693.98.txt,156,733,0.0578,15811121663230543469294733740160,,,
grafo10694.96.txt,164,9574,41.5916,1401294913756644606297421824,,,
grafo10695.98.txt,157,746,0.2073,152426309856396886819860480,,,
grafo10696.99.txt,169,1113,0.9622,5204307257358901709651572916250,,,
grafo10698.95.txt,150,683,0.0321,195624642073083526902416762880,,,
grafo10700.98.txt,159,705,0.1036,2303423420658486348064432128000,,,
grafo10712.98.txt,167,1341,0.2188,87350475221980225179971773660000,,,
grafo10713.92.txt,163,1518,14.9632,762510033365435299350000,,,
grafo10714.99.txt,166,3959,10.2108,753275972951039162649444000,,,
grafo10722.96.txt,155,1546,0.2699,7181570767061926043280,,,
grafo10726.99.txt,170,1087,0.4086,1169381234631546957492807274800,,,
grafo10735.99.txt,,,TO,,,,
grafo10736.99.txt,165,1087,0.1902,654533353008865416702686400,,,
grafo10737.99.txt,162,972,0.4914,948450972521583413184960,,,
grafo10750.100.txt,167,923,0.2258,79424048531055784214151971742570,,,
grafo10758.96.txt,159,1112,0.1188,14393936331269128652052040205472000,,,
grafo10760.96.txt,168,1424,2.2802,44506808727552680251881600,,,
grafo10772.100.txt,174,20927,386.2768,49106022695498576676629168712,,,
grafo10780.99.txt,173,1612,89.6858,100509289024425000623046414000,,,
grafo10781.100.txt,170,1949,0.4026,34326665474148801719856,,,
grafo10792.98.txt,162,1208,0.2677,28740760556884933575573102213120,,,
grafo10806.97.txt,156,835,15.9463,35882555281410025625978883552,,,
grafo10807.95.txt,161,2560,2.3109,593601167552440538679750,,,
grafo10808.98.txt,163,1385,0.8237,378121638730523407451224668000,,,
grafo10810.97.txt,165,5545,24.8960,1746631086263901572859052425,,,
grafo10811.96.txt,161,728,1.7881,62515660367842952114211840,,,
grafo10814.98.txt,167,1164,1.2612,1117495863804927164415897312000,,,
grafo10820.100.txt,,,TO,,,,
grafo10825.98.txt,160,666,0.0413,448703730980795389658142516768,,,
grafo10827.99.txt,176,3159,2.5342,55037159210177477446446115200,,,
grafo10829.97.txt,163,698,0.2999,353483805373369159926528000,,,
grafo10831.98.txt,157,697,0.1349,132171520291202302513208524800,,,
grafo10832.94.txt,,,TO,,,,
grafo10836.97.txt,163,1068,0.0814,53328914740725442127812132608,,,
grafo10849.95.txt,155,772,0.0644,146263666707748943943862272000,,,
grafo10854.99.txt,156,949,0.1135,193278561796094961314540049523200,,,
grafo10859.97.txt,165,726,0.2544,619544659954727747936779866,,,
grafo10860.93.txt,154,939,0.0412,82576179328076510630400,,,
grafo10861.100.txt,169,841,0.1515,7829288665158404488852831676796000,,,
grafo10862.98.txt,,,TO,,,,
grafo10864.99.txt,164,1618,1.2799,16665764537733819344371841148,,,
grafo10865.100.txt,,,TO,,,,
grafo10866.98.txt,159,2116,10.0872,68356601925166039739547857982,,,
grafo10876.98.txt,,,TO,,,,
grafo10878.94.txt,152,1002,0.1841,40448324839475188109531614233600,,,
grafo10882.95.txt,156,869,0.4697,447542272092260259015739440,,,
grafo10883.93.txt,157,1366,0.1539,2430118976009979196378800000,,,
grafo10898.95.txt,153,737,0.0710,758521327325540596697880000,,,
grafo10905.97.txt,151,682,0.0508,12135924843732264824121600000,,,
grafo10907.99.txt,165,2875,2.0136,32617260794404341954987264,,,
grafo10908.98.txt,159,988,0.4440,6900725645688243858242801600,,,
grafo10911.100.txt,,,TO,,,,
grafo10918.98.txt,166,784,1.6040,32800654433715516623943360,,,
grafo10919.97.txt,160,769,0.1871,4873808896014194882486512200,,,
grafo10926.99.txt,162,703,0.0449,401726519668839391778054937600,,,
grafo10928.100.txt,178,1222,3.5095,9190757566031022615122048714700,,,
grafo10937.100.txt,158,733,0.1509,910818728906524523479841616000,,,
grafo10943.95.txt,154,712,1.5111,2232135796878792160387153920000,,,
grafo10945.98.txt,161,1093,0.1842,95891009417905168894140000,,,
grafo10950.97.txt,,,TO,,,,
grafo10952.96.txt,164,2080,2.8858,391142330406672230736365760,,,
grafo10958.98.txt,,,TO,,,,
grafo10962.100.txt,172,16244,222.3352,345410169751415712934685904,,,
grafo10970.100.txt,163,758,0.6246,2452216546463682773005463232,,,
grafo10972.95.txt,157,968,8.0672,730242681394420579010813713920,,,
grafo10976.92.txt,163,1705,0.6673,10759050697100237213220300916440,,,
grafo10998.100.txt,,,TO,,,,
grafo11000.99.txt,171,916,0.6907,1217725012095539482686059005177080,,,
grafo11001.97.txt,173,17819,371.1308,819793920883297478787450,,,
grafo11003.100.txt,159,764,0.7903,3976499213449309516733400000,,,
grafo11008.99.txt,163,967,1.6561,3675203970100782918317392,,,
grafo11011.100.txt,161,861,0.1230,140688757390106390892469346304000,,,
grafo11014.100.txt,159,755,0.2636,102699410881895065529306726096461824,,,
grafo11015.98.txt,162,1360,3.2303,5798627185029890446921707036288,,,
grafo11016.98.txt,161,1253,0.1643,7526571230364813338624640,,,
grafo11020.100.txt,164,823,0.3459,20444842677214024445820085111800000,,,
grafo11035.99.txt,165,816,0.0586,26848343803661264515276800,,,
grafo11037.99.txt,160,1011,42.2681,917919000231868701669522816,,,
grafo11039.96.txt,154,597,1.1903,3389918511944201602117280,,,
grafo11044.95.txt,144,501,0.0812,1197912132516610056000,,,
grafo11047.92.txt,165,6604,12.5610,3337201132685502384851304,,,
grafo11050.98.txt,158,745,0.5662,21793683158398046358023808,,,
grafo11056.98.txt,163,965,0.4543,139448046035464528744346345472,,,
grafo11060.99.txt,160,823,0.2780,2221581091015208181652619592894,,,
grafo11067.98.txt,164,2449,4.1270,4884715904609705915728260,,,
grafo11069.93.txt,156,810,0.8183,67197688711299492990806963592,,,
grafo11070.94.txt,159,864,0.2264,296693280114774832563512784000,,,
grafo11072.98.txt,179,10996,81.5412,337682283979596058902983411475,,,
grafo11073.100.txt,181,22004,547.7989,1158379528992131271188160,,,
grafo11076.97.txt,155,632,0.0970,3926107989980203149244661760,,,
grafo11088.97.txt,163,1237,0.0787,1042994082302208333696820608,,,
grafo11096.97.txt,162,840,0.1072,21190592381506159344503198702400000,,,
grafo11099.99.txt,170,7601,27.2663,6439053316447168799664240,,,
grafo11100.95.txt,157,3914,4.0205,1816713943740179220678036480,,,
grafo11101.95.txt,162,1800,0.7388,925307123039192848461312,,,
grafo11102.98.txt,156,541,0.2118,78159853560697776,,,
grafo11105.95.txt,166,1068,2.6833,2779410180372288144133818600,,,
grafo11106.99.txt,158,810,0.4464,1800410220099824921841093120,,,
grafo11110.99.txt,156,672,0.3182,3283273471348689681777012,,,
grafo11112.96.txt,157,655,1.2967,32730420111605723465368,,,
grafo11113.98.txt,153,577,0.1380,85282876610070364386506217600,,,
grafo11114.93.txt,158,813,0.5009,19671423926865926171894250009840,,,
grafo11115.92.txt,152,700,0.0311,457952153329344881847182400,,,
grafo11119.98.txt,161,863,8.5592,150138594780901227665744227920,,,
grafo11125.100.txt,182,5898,12.0845,397658988789463106922737830400,,,
grafo11140.98.txt,147,542,0.0533,12949719097651467435583488000,,,
grafo11142.99.txt,164,721,0.9155,1972035514499084401578914190442500,,,
grafo11143.98.txt,156,563,0.0317,21006525537883519741138348800,,,
grafo11144.92.txt,151,722,0.1807,69290945340192171185472000,,,
grafo11145.99.txt,169,1166,3.7131,3904010658825695860851839346840,,,
grafo11148.99.txt,155,977,4.7994,26041661467666965604983965281200,,,
grafo11149.100.txt,,,TO,,,,
grafo11157.100.txt,158,1598,0.9070,2255220706960252460009775340800,,,
grafo11162.100.txt,,,TO,,,,
grafo11176.100.txt,,,TO,,,,
grafo11178.95.txt,160,5187,11.1085,4951785341503060339605375,,,
grafo11181.95.txt,154,745,0.0366,204303551180648012431583604480,,,
grafo11198.98.txt,167,2169,7.6815,492387302804990856535993500,,,
grafo11201.99.txt,165,885,0.0742,1147720450559495792252226408000,,,
grafo11204.99.txt,168,15158,520.9426,1037542189795354119890465014268160,,,
grafo11218.99.txt,166,1389,0.8902,981634254919532297202912,,,
grafo11223.99.txt,146,568,0.5157,2360818719012081418650711306540,,,
grafo11227.100.txt,165,734,1.7741,2716288583159839941443148,,,
grafo11250.99.txt,163,1007,0.5566,8943747317419205357818461381583296,,,
grafo11251.93.txt,151,807,0.1125,4809787111811592399184022526528,,,
grafo11254.99.txt,154,1002,1.2650,30139977622287267367176194,,,
grafo11271.99.txt,171,1500,0.9386,109664252023274371019546173840,,,
grafo11280.99.txt,165,1092,0.4824,83393808943885689836202,,,
grafo11313.96.txt,154,696,0.5990,7003276840515664560,,,
grafo11324.100.txt,171,1233,0.4106,560387610526314185205659607711744,,,
grafo11335.100.txt,162,778,0.1103,61471332725994635285503002432000,,,
grafo11369.96.txt,163,13682,134.9034,153538420148129859897290712,,,
grafo11458.100.txt,160,945,0.8915,32929161513245347400780796768,,,
grafo11469.96.txt,159,749,0.9303,165728243199277045297920000,,,
grafo11546.97.txt,160,797,0.1308,75444469155251576685056404800,,,
grafo11569.93.txt,155,990,0.1882,4844612865840488301571200,,,
grafo3224.98.txt,174,16247,308.2113,474733305304436229051168,,,
grafo3435.99.txt,167,2102,1.1284,652148706592030102138027610622720,,,
grafo3532.99.txt,161,760,0.0734,28327450894599629841700806720,,,
grafo3680.99.txt,168,1206,0.1640,2149519026657629741871667680000,,,
grafo3712.95.txt,149,644,0.1082,5258623445171291339393040,,,
grafo3861.99.txt,153,726,0.1768,16121448104607716575683640617648,,,
grafo3890.96.txt,167,832,0.1706,8944113065325995850718418621147520,,,
grafo3898.99.txt,170,2091,1.1859,45437908753940371061101014897360,,,
grafo3979.98.txt,166,896,0.0626,423904573438761629195520,,,
grafo3995.97.txt,158,1160,0.1981,5930178410174204526257671736106096,,,
grafo4091.99.txt,167,1879,1.0583,32508414237190114299136803240960,,,
grafo6562.98.txt,162,722,0.0327,236273893424318395676761226496,,,
grafo6625.99.txt,156,672,0.3024,1337161524838599745621440,,,
grafo6975.39.txt,174,1113,0.1478,320039444695988826981559487100000,,,
grafo7221.99.txt,152,644,0.0485,1525888907338681754882536320000,,,
grafo7263.99.txt,162,1775,3.8863,4898217364894297822096937790,,,
grafo7417.39.txt,161,700,0.0423,413427890976458123248101187541280000,,,
grafo7785.100.txt,163,819,0.1298,557646274243607696621728263360,,,
grafo7797.100.txt,167,2533,1.8174,18087494243875214914061634240,,,
grafo7907.80.txt,134,720,0.2060,56046368067982192880179200,,,
grafo7936.89.txt,,,TO,,,,
grafo8008.95.txt,161,1051,0.2571,2836630049700547381881600,,,
grafo8127.78.txt,126,537,0.0160,66208157321355098849280,,,
grafo8198.99.txt,161,718,0.0865,649388601659380264242499152000,,,
grafo8223.99.txt,151,647,0.0615,334422330310025516401710173429760,,,
grafo8373.100.txt,170,787,0.0487,742658646888847672838471232000,,,
grafo8478.98.txt,170,807,0.5648,12250781027964153710065548,,,
grafo8490.95.txt,167,3772,8.7477,6954795444905727972824869260,,,
grafo8510.100.txt,163,953,0.2077,2522290965851353756626557847360,,,
grafo8513.100.txt,167,2092,5.5244,17471553262314750778272772500,,,
grafo8549.100.txt,178,15056,327.1637,1315900106679690849439658172,,,
grafo8566.98.txt,154,1176,0.5023,33675447534980819354777573856,,,
grafo8571.94.txt,148,922,0.2540,60036648006230924769664308000,,,
