Instance,#cols,#rows,DLX,Solutions,Max Blocks,|ZDD|,|DNNF|
sts15-blk-00041.ec,48,72,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00042.ec,48,75,0.0001,24,,,
sts15-blk-00043.ec,48,74,0.0001,24,,,
sts15-blk-00044.ec,48,76,0.0001,24,,,
sts15-blk-00045.ec,48,76,0.0001,20,,,
sts15-blk-00046.ec,48,76,0.0001,24,,,
sts15-blk-00047.ec,48,75,0.0001,20,,,
sts15-blk-00048.ec,48,75,0.0001,28,,,
sts15-blk-00049.ec,48,74,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00050.ec,48,75,0.0001,16,,,
sts15-blk-00051.ec,48,76,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00052.ec,48,76,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00053.ec,48,76,0.0001,48,,,
sts15-blk-00054.ec,48,76,0.0001,20,,,
sts15-blk-00055.ec,48,75,0.0001,28,,,
sts15-blk-00056.ec,48,75,0.0001,20,,,
sts15-blk-00057.ec,48,74,0.0001,24,,,
sts15-blk-00058.ec,48,76,0.0000,16,,,
sts15-blk-00059.ec,48,73,0.0001,36,,,
sts15-blk-00060.ec,48,73,0.0000,16,,,
sts15-blk-00061.ec,48,74,0.0000,24,,,
sts15-blk-00062.ec,48,74,0.0001,24,,,
sts15-blk-00063.ec,48,68,0.0002,192,,,
sts15-blk-00064.ec,48,70,0.0002,144,,,
sts15-blk-00065.ec,48,71,0.0001,96,,,
sts15-blk-00066.ec,48,72,0.0002,288,,,
sts15-blk-00067.ec,48,72,0.0001,24,,,
sts15-blk-00068.ec,48,74,0.0001,28,,,
sts15-blk-00069.ec,48,74,0.0001,16,,,
sts15-blk-00070.ec,48,73,0.0001,36,,,
sts15-blk-00071.ec,48,75,0.0001,20,,,
sts15-blk-00072.ec,48,75,0.0001,16,,,
sts15-blk-00073.ec,48,74,0.0001,20,,,
sts15-blk-00074.ec,48,75,0.0001,16,,,
sts15-blk-00075.ec,48,75,0.0001,20,,,
sts15-blk-00076.ec,48,75,0.0001,16,,,
sts15-blk-00077.ec,48,74,0.0001,20,,,
sts15-blk-00078.ec,48,73,0.0001,20,,,
sts15-blk-00079.ec,48,75,0.0001,36,,,
sts15-blk-00080.ec,48,74,0.0001,16,,,
sts15-blk-00081.ec,48,74,0.0001,20,,,
sts15-blk-00082.ec,48,74,0.0001,24,,,
sts15-blk-00083.ec,48,72,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00084.ec,48,74,0.0001,16,,,
sts15-blk-00085.ec,48,74,0.0001,32,,,
sts15-blk-00086.ec,48,73,0.0001,8,,,
sts15-blk-00087.ec,48,74,0.0001,48,,,
sts15-blk-00088.ec,48,73,0.0001,16,,,
sts15-blk-00089.ec,48,75,0.0001,20,,,
sts15-blk-00090.ec,48,74,0.0001,48,,,
sts15-blk-00091.ec,48,72,0.0001,24,,,
sts15-blk-00092.ec,48,74,0.0001,24,,,
sts15-blk-00093.ec,48,70,0.0001,32,,,
sts15-blk-00094.ec,48,76,0.0001,8,,,
sts15-blk-00095.ec,48,75,0.0000,16,,,
sts15-blk-00096.ec,48,75,0.0001,24,,,
sts15-blk-00097.ec,48,74,0.0001,12,,,
sts15-blk-00098.ec,48,76,0.0001,24,,,
sts15-blk-00099.ec,48,76,0.0001,20,,,
sts15-blk-00100.ec,48,75,0.0001,28,,,
sts15-blk-00101.ec,48,76,0.0000,20,,,
sts15-blk-00102.ec,48,75,0.0001,24,,,
sts15-blk-00103.ec,48,76,0.0000,8,,,
sts15-blk-00104.ec,48,75,0.0001,20,,,
sts15-blk-00105.ec,48,75,0.0001,24,,,
sts15-blk-00106.ec,48,75,0.0001,20,,,
sts15-blk-00107.ec,48,75,0.0001,24,,,
sts15-blk-00108.ec,48,76,0.0001,64,,,
sts15-blk-00109.ec,48,76,0.0001,32,,,
sts15-blk-00110.ec,48,76,0.0001,48,,,
sts15-blk-00111.ec,48,76,0.0001,24,,,
sts15-blk-00112.ec,48,76,0.0001,16,,,
sts15-blk-00113.ec,48,74,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00114.ec,48,73,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00115.ec,48,74,0.0001,24,,,
sts15-blk-00116.ec,48,75,0.0001,16,,,
sts15-blk-00117.ec,48,72,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00118.ec,48,76,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00119.ec,48,76,0.0001,16,,,
sts15-blk-00120.ec,48,76,0.0001,24,,,
sts15-blk-00121.ec,48,75,0.0001,20,,,
sts15-blk-00122.ec,48,76,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00123.ec,48,74,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00124.ec,48,75,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00125.ec,48,76,0.0000,16,,,
sts15-blk-00126.ec,48,74,0.0001,24,,,
sts15-blk-00127.ec,48,74,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00128.ec,48,76,0.0001,24,,,
sts15-blk-00129.ec,48,76,0.0001,40,,,
sts15-blk-00130.ec,48,76,0.0001,12,,,
sts15-blk-00131.ec,48,75,0.0001,24,,,
sts15-blk-00132.ec,48,76,0.0001,28,,,
sts15-blk-00133.ec,48,76,0.0001,20,,,
sts15-blk-00134.ec,48,76,0.0001,28,,,
sts15-blk-00135.ec,48,73,0.0001,28,,,
sts15-blk-00136.ec,48,74,0.0001,16,,,
sts15-blk-00137.ec,48,74,0.0001,16,,,
sts15-blk-00138.ec,48,74,0.0001,20,,,
sts15-blk-00139.ec,48,73,0.0000 (WARNING: 0 solutions),0,,,
sts15-blk-00140.ec,48,76,0.0001,48,,,
sts15-blk-00141.ec,48,75,0.0001,20,,,
sts15-blk-00142.ec,48,74,0.0001,20,,,
sts15-blk-00143.ec,48,76,0.0001,16,,,
sts15-blk-00144.ec,48,76,0.0001,16,,,
sts15-blk-00145.ec,48,74,0.0001,24,,,
sts15-blk-00146.ec,48,75,0.0001,28,,,
sts15-blk-00147.ec,48,74,0.0001,28,,,
sts15-blk-00148.ec,48,74,0.0001,28,,,
sts15-blk-00149.ec,48,76,0.0001,24,,,
sts15-blk-00150.ec,48,73,0.0001,16,,,
sts15-blk-00151.ec,48,75,0.0001,28,,,
sts15-blk-00152.ec,48,75,0.0001,24,,,
sts15-blk-00153.ec,48,72,0.0001,64,,,
sts15-blk-00154.ec,48,72,0.0001,40,,,
sts15-blk-00155.ec,48,76,0.0001,40,,,
sts15-blk-00156.ec,48,76,0.0000,8,,,
sts15-blk-00157.ec,48,76,0.0001,24,,,
sts19-blk-00001.ec,96,256,108.6580,47112192,,,
sts19-blk-00002.ec,96,260,87.3210,25436160,,,
sts19-blk-00003.ec,96,264,88.5891,23003136,,,
sts19-blk-00004.ec,96,264,85.0023,21639168,,,
sts19-blk-00005.ec,96,264,87.8310,23003136,,,
sts19-blk-00006.ec,96,264,87.0749,21639168,,,
sts19-blk-00007.ec,96,264,97.7086,27365376,,,
sts19-blk-00008.ec,96,264,95.8313,27445248,,,
sts19-blk-00009.ec,96,262,92.3462,24591360,,,
sts19-blk-00010.ec,96,266,103.7794,30303744,,,
sts19-blk-00011.ec,96,266,105.3012,30508032,,,
sts19-blk-00012.ec,96,266,104.7149,30303744,,,
sts19-blk-00013.ec,96,266,105.8764,30508032,,,
sts19-blk-00014.ec,96,268,113.3409,38128128,,,
sts19-blk-00015.ec,96,268,113.1548,38164992,,,
sts19-blk-00016.ec,96,268,113.0021,38128128,,,
sts19-blk-00017.ec,96,268,113.0649,38164992,,,
sts19-blk-00018.ec,96,268,117.3404,37946880,,,
sts19-blk-00019.ec,96,268,117.4721,37946880,,,
sts19-blk-00020.ec,96,268,115.9813,37946880,,,
sts19-blk-00021.ec,96,268,120.0192,38367744,,,
sts19-blk-00022.ec,96,268,119.4905,38367744,,,
sts19-blk-00023.ec,96,268,119.5028,37260288,,,
sts19-blk-00024.ec,96,268,102.3874,36485120,,,
sts19-blk-00025.ec,96,268,102.2976,36485120,,,
sts19-blk-00026.ec,96,268,103.1936,36718848,,,
sts19-blk-00027.ec,96,266,95.6963,32553984,,,
sts19-blk-00028.ec,96,270,107.9888,40126720,,,
sts19-blk-00029.ec,96,270,110.5719,41524160,,,
sts19-blk-00030.ec,96,270,107.6030,40126720,,,
sts19-blk-00031.ec,96,270,112.3374,41524160,,,
sts19-blk-00032.ec,96,270,110.2270,41524160,,,
sts19-blk-00033.ec,96,264,71.7722,25237504,,,
sts19-blk-00034.ec,96,268,71.1679,25362432,,,
sts19-blk-00035.ec,96,268,72.0600,25006080,,,
sts19-blk-00036.ec,96,268,71.1292,25362432,,,
sts19-blk-00037.ec,96,268,71.8144,25006080,,,
sts19-blk-00038.ec,96,268,93.1569,35475456,,,
sts19-blk-00039.ec,96,266,89.0327,31909632,,,
sts19-blk-00040.ec,96,270,97.7801,39274496,,,
sts19-blk-00041.ec,96,270,100.4231,40048256,,,
sts19-blk-00042.ec,96,270,97.2645,39274496,,,
sts19-blk-00043.ec,96,270,99.7854,40048256,,,
sts19-blk-00044.ec,96,264,83.3474,27882496,,,
sts19-blk-00045.ec,96,268,98.6282,34878464,,,
sts19-blk-00046.ec,96,268,96.7203,35432320,,,
sts19-blk-00047.ec,96,268,97.3041,34878464,,,
sts19-blk-00048.ec,96,268,98.3513,35432320,,,
sts19-blk-00049.ec,96,268,102.9999,39572736,,,
sts19-blk-00050.ec,96,268,104.6066,39455104,,,
sts19-blk-00051.ec,96,268,100.7779,38405504,,,
sts19-blk-00052.ec,96,270,109.7002,44378688,,,
sts19-blk-00053.ec,96,270,111.1771,44862976,,,
sts19-blk-00054.ec,96,270,110.2665,44378688,,,
sts19-blk-00055.ec,96,270,110.6556,44862976,,,
sts19-blk-00056.ec,96,270,115.0019,45933696,,,
sts19-blk-00057.ec,96,270,114.3823,45933696,,,
sts19-blk-00058.ec,96,268,103.3480,39572736,,,
sts19-blk-00059.ec,96,268,104.5140,39455104,,,
sts19-blk-00060.ec,96,268,101.5399,38405504,,,
sts19-blk-00061.ec,96,270,111.7900,44378688,,,
sts19-blk-00062.ec,96,270,109.8541,44862976,,,
sts19-blk-00063.ec,96,270,116.2684,45933696,,,
sts19-blk-00064.ec,96,268,102.7127,38533888,,,
sts19-blk-00065.ec,96,268,101.8732,38533888,,,
sts19-blk-00066.ec,96,270,113.3467,45172736,,,
sts19-blk-00067.ec,96,270,112.5441,45172736,,,
sts19-blk-00068.ec,96,270,111.9755,45172736,,,
sts19-blk-00069.ec,96,270,112.0998,45172736,,,
sts19-blk-00070.ec,96,270,114.2860,45568768,,,
sts19-blk-00071.ec,96,270,115.4270,45568768,,,
sts19-blk-00072.ec,96,270,114.5043,45385984,,,
sts19-blk-00073.ec,96,270,116.8466,45385984,,,
sts19-blk-00074.ec,96,270,113.4608,44200960,,,
sts19-blk-00075.ec,96,272,49.7581,26302464,,,
sts19-blk-00076.ec,96,272,51.9331,26772480,,,
sts19-blk-00077.ec,96,272,50.5297,26302464,,,
sts19-blk-00078.ec,96,272,52.4634,26772480,,,
sts19-blk-00079.ec,96,272,80.9596,41532416,,,
sts19-blk-00080.ec,96,272,83.0747,42472128,,,
sts19-blk-00081.ec,96,272,81.2079,41532416,,,
sts19-blk-00082.ec,96,272,81.5898,42472128,,,
sts19-blk-00083.ec,96,272,70.1855,28114432,,,
sts19-blk-00084.ec,96,272,65.5424,26772480,,,
sts19-blk-00085.ec,96,272,69.7966,28114432,,,
sts19-blk-00086.ec,96,272,70.2446,28114432,,,
sts19-blk-00087.ec,96,272,93.9453,43773504,,,
sts19-blk-00088.ec,96,272,91.3305,42472128,,,
sts19-blk-00089.ec,96,272,93.4368,43773504,,,
sts19-blk-00090.ec,96,272,94.2110,43773504,,,
sts19-blk-00091.ec,96,272,91.6984,47530752,,,
sts19-blk-00092.ec,96,272,91.6946,47263488,,,
sts19-blk-00093.ec,96,272,92.3297,47530752,,,
sts19-blk-00094.ec,96,272,91.8360,47263488,,,
sts19-blk-00095.ec,96,272,94.1326,49273728,,,
sts19-blk-00096.ec,96,272,94.8033,49273728,,,
sts19-blk-00097.ec,96,272,90.9691,47530752,,,
sts19-blk-00098.ec,96,272,90.9657,47263488,,,
sts19-blk-00099.ec,96,272,94.2297,49273728,,,
sts19-blk-00100.ec,96,272,94.8845,49273728,,,
sts19-blk-00101.ec,96,272,100.5233,50310784,,,
sts19-blk-00102.ec,96,272,98.6522,50310784,,,
sts19-blk-00103.ec,96,272,100.3607,51215872,,,
sts19-blk-00104.ec,96,272,102.0243,52198272,,,
sts19-blk-00105.ec,96,272,100.1419,51215872,,,
sts19-blk-00106.ec,96,272,101.0215,52198272,,,
sts19-blk-00107.ec,96,272,101.4887,52580608,,,
sts19-blk-00108.ec,96,272,100.6791,52580608,,,
sts19-blk-00109.ec,96,272,100.6091,51215872,,,
sts19-blk-00110.ec,96,272,100.7010,52198272,,,
sts19-blk-00111.ec,96,272,101.4701,52580608,,,
sts19-blk-00112.ec,96,272,98.6403,52580608,,,
sts19-blk-00113.ec,96,272,97.1546,51417728,,,
sts19-blk-00114.ec,96,272,95.9370,51417728,,,
sts19-blk-00115.ec,96,272,98.7557,53519488,,,
sts19-blk-00116.ec,96,272,97.7649,52198272,,,
sts19-blk-00117.ec,96,272,100.0705,53519488,,,
sts19-blk-00118.ec,96,272,99.3934,53142240,,,
sts19-blk-00119.ec,96,272,99.9831,53142240,,,
sts19-blk-00120.ec,96,272,100.8620,53519488,,,
sts19-blk-00121.ec,96,272,100.5561,53142240,,,
sts19-blk-00122.ec,96,272,100.0660,53142240,,,
sts19-blk-00123.ec,96,272,100.5017,51520384,,,
sts19-blk-00124.ec,96,272,99.2213,51520384,,,
sts19-blk-00125.ec,96,272,49.5301,26302464,,,
sts19-blk-00126.ec,96,272,50.6989,26772480,,,
sts19-blk-00127.ec,96,272,80.4136,41532416,,,
sts19-blk-00128.ec,96,272,80.4331,42472128,,,
sts19-blk-00129.ec,96,272,67.8872,28114432,,,
sts19-blk-00130.ec,96,272,90.6872,43773504,,,
sts19-blk-00131.ec,96,272,91.2084,43773504,,,
sts19-blk-00132.ec,96,272,89.9699,47530752,,,
sts19-blk-00133.ec,96,272,88.7360,47263488,,,
sts19-blk-00134.ec,96,272,93.4602,49273728,,,
sts19-blk-00135.ec,96,272,92.8075,49273728,,,
sts19-blk-00136.ec,96,272,99.1490,50310784,,,
sts19-blk-00137.ec,96,272,98.5255,50310784,,,
sts19-blk-00138.ec,96,272,99.7268,51215872,,,
sts19-blk-00139.ec,96,272,98.2351,52198272,,,
sts19-blk-00140.ec,96,272,101.1653,52580608,,,
sts19-blk-00141.ec,96,272,100.9719,52580608,,,
sts19-blk-00142.ec,96,272,99.7775,51417728,,,
sts19-blk-00143.ec,96,272,99.1189,51417728,,,
sts19-blk-00144.ec,96,272,101.4744,53519488,,,
sts19-blk-00145.ec,96,272,102.9823,53142240,,,
sts19-blk-00146.ec,96,272,103.5104,53142240,,,
sts19-blk-00147.ec,96,272,100.5621,51520384,,,
sts19-blk-00148.ec,96,272,101.4524,51520384,,,
sts19-blk-00149.ec,96,272,108.0688,50634240,,,
sts19-blk-00150.ec,96,272,105.1672,50634240,,,
sts19-blk-00151.ec,96,272,106.2687,50634240,,,
sts19-blk-00152.ec,96,272,106.9160,50634240,,,
sts19-blk-00153.ec,96,272,107.3917,50281984,,,
sts19-blk-00154.ec,96,272,106.8407,50281984,,,
sts19-blk-00155.ec,96,272,111.5645,54046688,,,
sts19-blk-00156.ec,96,272,111.0918,54046688,,,
sts19-blk-00157.ec,96,272,111.5032,54046688,,,
sts19-blk-00158.ec,96,272,111.4474,54046688,,,
sts19-blk-00159.ec,96,272,111.4850,53322688,,,
sts19-blk-00160.ec,96,272,110.5814,53322688,,,
sts19-blk-00161.ec,96,272,113.1299,54046688,,,
sts19-blk-00162.ec,96,272,113.1837,54046688,,,
sts19-blk-00163.ec,96,272,111.2206,53322688,,,
sts19-blk-00164.ec,96,272,110.0468,53322688,,,
sts19-blk-00165.ec,96,272,96.7530,48979968,,,
sts19-blk-00166.ec,96,272,100.0845,48979968,,,
sts19-blk-00167.ec,96,272,110.4429,53872128,,,
sts19-blk-00168.ec,96,272,109.3882,53872128,,,
sts19-blk-00169.ec,96,272,110.0449,53872128,,,
sts19-blk-00170.ec,96,262,84.2120,22616064,,,
sts19-blk-00171.ec,96,263,83.0386,21067776,,,
sts19-blk-00172.ec,96,264,94.4057,27365376,,,
sts19-blk-00173.ec,96,265,99.5930,29178624,,,
sts19-blk-00174.ec,96,264,94.4259,27245568,,,
sts19-blk-00175.ec,96,266,101.9754,31067136,,,
sts19-blk-00176.ec,96,263,91.3327,25900800,,,
sts19-blk-00177.ec,96,265,98.6216,28667136,,,
sts19-blk-00178.ec,96,265,97.9699,27748608,,,
sts19-blk-00179.ec,96,266,101.9546,29760000,,,
sts19-blk-00180.ec,96,264,95.0081,26846208,,,
sts19-blk-00181.ec,96,266,102.2380,30303744,,,
sts19-blk-00182.ec,96,265,100.9100,28167168,,,
sts19-blk-00183.ec,96,266,103.1442,29919744,,,
sts19-blk-00184.ec,96,264,93.7913,27293184,,,
sts19-blk-00185.ec,96,265,97.6860,28839936,,,
sts19-blk-00186.ec,96,266,102.4091,30508032,,,
sts19-blk-00187.ec,96,264,96.7437,26652672,,,
sts19-blk-00188.ec,96,266,102.7045,29919744,,,
sts19-blk-00189.ec,96,267,105.4240,33977856,,,
sts19-blk-00190.ec,96,268,107.3262,36820224,,,
sts19-blk-00191.ec,96,266,103.8492,31767552,,,
sts19-blk-00192.ec,96,268,113.0490,37508736,,,
sts19-blk-00193.ec,96,267,106.9897,34482048,,,
sts19-blk-00194.ec,96,268,114.9032,37522944,,,
sts19-blk-00195.ec,96,267,109.2684,34310016,,,
sts19-blk-00196.ec,96,267,108.6137,34335360,,,
sts19-blk-00197.ec,96,268,110.6221,37590144,,,
sts19-blk-00198.ec,96,266,101.9270,31473024,,,
sts19-blk-00199.ec,96,268,110.5988,36874752,,,
sts19-blk-00200.ec,96,267,107.5364,33980928,,,
tetrominoes_4x5.txt,20,161,0.0004,454,,,
tetrominoes_4x7.txt,28,257,0.0067,9157,,,
tetrominoes_6x6.txt,36,381,0.1561,178939,,,
tetrominoes_6x8.txt,48,553,20.7351,22483347,,,
tetrominoes_8x8.txt,,,TO,,,,
