Instance,#cols,#rows,MDLX,Solutions,Max Blocks,|ZDD|,|DNNF|
UsCarrier.txt,272,2973,288.4667,132299646414148921973967297061663323763487466000,14,,
UsSignal.txt,102,631,2.9915,3542621686896383831250,9,,
Uunet.txt,64,267,0.0577,1505816007051840,6,,
VtlWavenet2008.txt,160,721,466.8474,124108206211482212912333137920,15,,
VtlWavenet2011.txt,167,804,101.3077,2067181203168727884189854085729600,11,,
bell-06.ec,6,63,0.0019,203,1,,
bell-07.ec,7,127,0.0091,877,1,,
bell-08.ec,8,255,0.0474,4140,1,,
bell-09.ec,9,511,0.2588,21147,1,,
bell-10.ec,10,1023,1.4839,115975,1,,
bell-11.ec,11,2047,8.9182,678570,1,,
bell-12.ec,,,TO,,,,
delta.txt,126,1194,242.8484,78,28,,
dominoes_10x10.txt,100,180,TO,,,,
dominoes_10x12.txt,120,218,TO,,,,
dominoes_12x12.txt,144,264,TO,,,,
dominoes_8x10.txt,80,142,TO,,,,
dominoes_8x8.txt,64,112,360.8333,12988816,2,,
doublefact-09.ec,10,45,0.0080,945,1,,
doublefact-11.ec,12,66,0.0881,10395,1,,
doublefact-13.ec,14,91,1.1471,135135,1,,
doublefact-15.ec,16,120,17.1903,2027025,1,,
doublefact-17.ec,18,153,291.8872,34459425,1,,
doublefact-19.ec,20,190,TO,,,,
doublefact-21.ec,22,231,TO,,,,
doublefact-23.ec,24,276,TO,,,,
doublefact-25.ec,26,325,TO,,,,
doublefact-27.ec,28,378,TO,,,,
doublefact-29.ec,30,435,TO,,,,
exotic_fives.txt,72,2440,TO,,,,
grafo10006.98.txt,158,985,43.2096,272471817868228000342011539250,12,,
grafo10017.96.txt,,,TO,,,,
grafo10072.97.txt,158,798,666.3117,13259058958914480360125792,16,,
grafo10084.97.txt,164,1260,8.5787,2215710702367944079837593600,11,,
grafo10093.98.txt,160,653,0.7723,12011373629043051434493001680,8,,
grafo10099.94.txt,153,885,482.4350,39349088628024795597276038431211520,14,,
grafo10100.99.txt,169,735,390.3632,7977811134928620432600,19,,
grafo10105.93.txt,163,2363,492.5548,1235530189623079694604780000,17,,
grafo10112.98.txt,170,1324,166.7953,12692215709904984401077716142166580,10,,
grafo10113.94.txt,149,719,72.0640,13552406625123665520153488091360,8,,
grafo10116.100.txt,174,2644,TO,,,,
grafo10124.100.txt,165,699,TO,,,,
grafo10126.98.txt,176,1728,TO,,,,
grafo10129.99.txt,168,4020,53.3180,198551644286553956304688320,16,,
grafo10130.97.txt,,,TO,,,,
grafo10146.97.txt,160,898,34.0001,36084888290235633242565472,12,,
grafo10151.94.txt,163,1536,TO,,,,
grafo10153.100.txt,164,1183,TO,,,,
grafo10156.97.txt,155,770,18.1497,20350483027459989276721853299680,15,,
grafo10160.96.txt,,,TO,,,,
grafo10161.99.txt,178,3163,109.4665,7499629965587176856336728953760,13,,
grafo10162.93.txt,155,1380,100.9324,16943723066030712130728,23,,
grafo10164.98.txt,,,TO,,,,
grafo10171.99.txt,165,1055,52.9179,15378287316672584254732985280,12,,
grafo10173.97.txt,162,1258,TO,,,,
grafo10175.99.txt,157,657,18.7922,85388328645309376216506001872,13,,
grafo10176.97.txt,164,1110,359.7594,110391288988965933859653042432,14,,
grafo10179.97.txt,165,1247,TO,,,,
grafo10184.100.txt,168,984,11.9084,774260303763303208390801489920,16,,
grafo10195.99.txt,167,683,9.1176,190292079107394297194953680,14,,
grafo10203.97.txt,152,748,1.8578,60240136444714215336356779770000,8,,
grafo10204.100.txt,165,1280,94.2507,29653634898146327380379042234220,11,,
grafo10205.97.txt,157,808,1.8318,1047098415602374598602584000,9,,
grafo10207.98.txt,156,891,3.5902,407524009110382244942767825920,11,,
grafo10209.99.txt,160,838,12.0659,1778405443010598595931612784,14,,
grafo10215.93.txt,149,638,1.7525,4429033439896804903015219200,8,,
grafo10218.99.txt,172,1568,1096.5826,38667105817754346010481229216,12,,
grafo10220.97.txt,159,1339,103.9548,1790803918795800975261000000,12,,
grafo10223.100.txt,158,1123,24.1151,328837542685158315870007155,11,,
grafo10237.100.txt,169,3988,982.3116,56690839685714305150282092960,15,,
grafo10244.99.txt,169,1740,32.9671,9063532329631820153122673664,12,,
grafo10250.100.txt,162,906,7.7246,114852967527687017594839695360,12,,
grafo10259.100.txt,178,3900,396.7825,64165443845633858500762161900,15,,
grafo10262.100.txt,159,720,6.8163,6525746259024633846681600,10,,
grafo10265.100.txt,154,527,3.9910,32094343893604867070884746240,11,,
grafo10266.94.txt,146,604,4.4887,110801121815568366975240,11,,
grafo10269.99.txt,165,1798,89.6185,380480960212526987313930000,18,,
grafo10273.97.txt,160,1216,22.0066,33635956333383979125105139200,11,,
grafo10275.97.txt,156,899,297.4997,244643834228122975019518779960,12,,
grafo10288.95.txt,151,639,2.2769,67924110954574990800416160000,13,,
grafo10291.93.txt,145,744,52.3828,8089182960223746111277546359360,9,,
grafo10292.100.txt,,,TO,,,,
grafo10293.99.txt,166,870,6.5345,1189967169400391312521176624192,12,,
grafo10297.98.txt,159,712,7.2853,5047361956059511058420258045952,8,,
grafo10298.97.txt,161,887,2.4528,6411956755318891248938904345600,11,,
grafo10303.96.txt,164,749,4.0898,336623282871798635541043488000,9,,
grafo10305.100.txt,179,1630,6.7467,292616449355000172969265830912,10,,
grafo10318.98.txt,162,1251,51.0257,160075764596308430431394162528,11,,
grafo10325.96.txt,157,888,TO,,,,
grafo10327.97.txt,158,709,7.4324,6668191872233180852367168,11,,
grafo10339.95.txt,153,1082,411.2259,154016948980994323270086040,12,,
grafo10346.97.txt,152,602,649.0372,85352803321813705564434487680,14,,
grafo10351.97.txt,154,1482,658.9533,3038891642273243664196962750,13,,
grafo10353.99.txt,161,735,209.5849,577765059452569037115956736,13,,
grafo10354.99.txt,161,728,27.2405,2635922965070113457943960,15,,
grafo10359.95.txt,154,982,TO,,,,
grafo10362.94.txt,157,1134,42.7326,13439932228370461283870400,12,,
grafo10365.97.txt,175,2806,TO,,,,
grafo10369.100.txt,165,1164,1.9553,162269574458684398363738080,12,,
grafo10382.94.txt,,,TO,,,,
grafo10383.99.txt,179,1810,TO,,,,
grafo10387.97.txt,157,704,1.3572,928110106585327508832600,14,,
grafo10388.95.txt,165,1171,19.8246,100871271571286563976946948624,15,,
grafo10393.96.txt,172,1111,TO,,,,
grafo10405.97.txt,160,3673,TO,,,,
grafo10409.96.txt,154,775,3.9266,139058476479714794419701648,11,,
grafo10416.96.txt,154,891,4.7115,271249176254157952533452952,9,,
grafo10418.100.txt,160,833,2.9598,147754061920021215867995714457600,10,,
grafo10420.97.txt,156,770,2.2426,40799332872710765774848481424384,9,,
grafo10421.99.txt,167,1119,14.0569,52350402903229612656419750400,12,,
grafo10426.100.txt,177,982,TO,,,,
grafo10432.99.txt,164,839,68.7668,39585030704867624378340600668160,11,,
grafo10434.98.txt,,,TO,,,,
grafo10436.95.txt,161,1595,32.8061,4397495877745499771502988640640,14,,
grafo10441.98.txt,,,TO,,,,
grafo10444.100.txt,169,904,18.1356,16141694039854526732472576000000,15,,
grafo10445.94.txt,165,1655,34.6583,139093054073990193881088000,16,,
grafo10446.95.txt,146,592,4.8017,1406626619252431805138851200,9,,
grafo10452.94.txt,152,677,1.4955,1302522886890895552129225440,8,,
grafo10453.97.txt,159,712,17.6735,978085055060719586502813757440,9,,
grafo10467.100.txt,156,848,27.4376,829005255557150402856812544000,11,,
grafo10469.100.txt,166,769,635.4485,29833371992729329249984,19,,
grafo10474.94.txt,,,TO,,,,
grafo10484.99.txt,171,1813,12.0787,2800369925851353194772692875,13,,
grafo10488.98.txt,162,883,15.0892,147530693993345834083200,17,,
grafo10489.95.txt,,,TO,,,,
grafo10491.97.txt,169,3856,TO,,,,
grafo10492.96.txt,164,4638,TO,,,,
grafo10496.98.txt,176,3413,TO,,,,
grafo10501.96.txt,157,847,46.3553,60200824737438188138649600000,13,,
grafo10502.91.txt,146,1113,50.7428,17145714310767787059504,14,,
grafo10508.100.txt,183,5889,TO,,,,
grafo10516.94.txt,156,915,599.2577,15349626258814572399639360,13,,
grafo10522.99.txt,164,2148,95.5202,1362396344215079666562581191680,12,,
grafo10523.97.txt,161,1455,18.4260,2582091752234108448983040,12,,
grafo10532.99.txt,163,953,383.1186,462566039822118771475073572512,13,,
grafo10533.100.txt,166,1116,372.3362,75765334881122745334866192794594400,13,,
grafo10534.100.txt,165,915,4.6023,6190404474802541320344211290206208,9,,
grafo10536.99.txt,154,737,3.7666,89947113720736152688205852520,8,,
grafo10537.95.txt,,,TO,,,,
grafo10538.100.txt,176,931,548.8290,789373682830989325271163816,14,,
grafo10547.94.txt,160,1118,85.0969,6784952125033040430938400,12,,
grafo10549.99.txt,171,1562,28.0285,1145040940241452014901674319885248,10,,
grafo10552.96.txt,170,1188,TO,,,,
grafo10560.95.txt,156,830,10.6336,10454917675207673432929607718912,10,,
grafo10575.99.txt,173,1229,293.2229,290401904358524035719206484192,13,,
grafo10577.100.txt,182,2713,92.7909,289452947838024215689962434880,13,,
grafo10578.96.txt,165,957,13.9997,59448044221069477278245400,11,,
grafo10586.100.txt,162,827,15.7848,3148492073586458925239257920,9,,
grafo10589.93.txt,165,1318,256.1401,48907524397035141831510108060,14,,
grafo10592.98.txt,157,799,43.1800,2607343682329504256862467094951600,8,,
grafo10596.99.txt,156,696,34.9621,112573774918535869185914200320,13,,
grafo10603.100.txt,162,554,207.6074,670515323535794966768000,12,,
grafo10608.93.txt,155,823,11.0299,2731816373006312109429752800,9,,
grafo10624.91.txt,149,701,1.2765,28252598579182428029482758660,8,,
grafo10626.100.txt,163,636,2.4767,123805968402809495607386400,9,,
grafo10630.94.txt,158,837,TO,,,,
grafo10632.100.txt,164,1556,31.2917,574873638719068404760642606008000,11,,
grafo10633.100.txt,179,4742,TO,,,,
grafo10634.96.txt,170,1196,268.8990,1654661607863151503791546470072,12,,
grafo10635.95.txt,163,840,34.4085,71356613932690877273184000,13,,
grafo10637.94.txt,152,600,111.1566,11214433932496991100576672,13,,
grafo10638.100.txt,162,599,227.4067,186453077689245827319552,15,,
grafo10644.100.txt,163,804,43.1121,465721805127078320112415926,15,,
grafo10646.100.txt,164,665,38.8563,9820844339917672108320000,14,,
grafo10648.98.txt,161,1387,32.6474,356474569742739338284800,13,,
grafo10650.98.txt,164,3301,1057.7707,34469989471030631805056520,20,,
grafo10652.100.txt,178,2919,TO,,,,
grafo10653.100.txt,181,1712,652.4806,1342947580955101731654364320,12,,
grafo10662.100.txt,168,829,298.1668,27178777349470484479346220000,12,,
grafo10663.99.txt,157,790,4.2156,10004537904397046812627562880,13,,
grafo10670.100.txt,,,TO,,,,
grafo10671.100.txt,176,1520,TO,,,,
grafo10674.99.txt,161,1282,45.2239,5795071987312867464401288085504,13,,
grafo10676.100.txt,155,741,6.7098,88449251051691116273910908805120,10,,
grafo10685.98.txt,157,783,9.4634,18933970214606610605994945868800,9,,
grafo10688.95.txt,170,1972,TO,,,,
grafo10689.98.txt,167,1962,3.8997,1370682840424281115042080000,13,,
grafo10693.98.txt,156,733,2.0145,15811121663230543469294733740160,11,,
grafo10694.96.txt,,,TO,,,,
grafo10695.98.txt,157,746,72.7668,152426309856396886819860480,12,,
grafo10696.99.txt,169,1113,171.8970,5204295119772122743131779016000,12,,
grafo10698.95.txt,150,683,0.8780,195624642073083526902416762880,9,,
grafo10700.98.txt,159,705,5.7169,2303423420658486348064432128000,10,,
grafo10712.98.txt,167,1341,9.7086,87350475221980225179971773660000,10,,
grafo10713.92.txt,163,1518,TO,,,,
grafo10714.99.txt,166,3959,TO,,,,
grafo10722.96.txt,155,1546,4.5251,7181570767061926043280,12,,
grafo10726.99.txt,170,1087,78.1071,1169388613595008901313330971328,13,,
grafo10735.99.txt,,,TO,,,,
grafo10736.99.txt,165,1087,23.9236,654533353008865416702686400,12,,
grafo10737.99.txt,162,972,102.4013,948450972521583413184960,15,,
grafo10750.100.txt,167,923,10.8096,79424048531055784214151971742570,9,,
grafo10758.96.txt,159,1112,4.7075,14393936331269128652052040205472000,9,,
grafo10760.96.txt,168,1424,TO,,,,
grafo10772.100.txt,,,TO,,,,
grafo10780.99.txt,173,1612,TO,,,,
grafo10781.100.txt,170,1949,89.3518,34326665474148801719856,17,,
grafo10792.98.txt,162,1208,25.8670,28740760556884933575573102213120,10,,
grafo10806.97.txt,156,835,TO,,,,
grafo10807.95.txt,161,2560,351.3734,593601033156740569446885,16,,
grafo10808.98.txt,163,1385,55.8472,378121638730523407451224668000,12,,
grafo10810.97.txt,,,TO,,,,
grafo10811.96.txt,161,728,588.8024,62515660367842952114211840,14,,
grafo10814.98.txt,167,1164,190.7666,1117495537268725326331067884800,12,,
grafo10820.100.txt,,,TO,,,,
grafo10825.98.txt,160,666,2.1471,448703730980795389658142516768,10,,
grafo10827.99.txt,176,3159,42.6176,55037159210177477446446115200,15,,
grafo10829.97.txt,163,698,54.8851,353483805373369159926528000,11,,
grafo10831.98.txt,157,697,11.3926,132171520291202302513208524800,8,,
grafo10832.94.txt,,,TO,,,,
grafo10836.97.txt,163,1068,2.0383,53328914740725442127812132608,10,,
grafo10849.95.txt,155,772,15.7136,146263666707748943943862272000,17,,
grafo10854.99.txt,156,949,3.7131,193278561796094961314540049523200,8,,
grafo10859.97.txt,165,726,20.1656,619544659954727747936779866,11,,
grafo10860.93.txt,154,939,0.7882,82576179328076510630400,9,,
grafo10861.100.txt,169,841,10.9469,7829288665158404488852831676796000,9,,
grafo10862.98.txt,,,TO,,,,
grafo10864.99.txt,164,1618,557.7180,16665764537733819344371841148,14,,
grafo10865.100.txt,,,TO,,,,
grafo10866.98.txt,159,2116,TO,,,,
grafo10876.98.txt,,,TO,,,,
grafo10878.94.txt,152,1002,10.5376,40448324839475188109531614233600,8,,
grafo10882.95.txt,156,869,112.7640,447542272092260259015739440,11,,
grafo10883.93.txt,157,1366,4.9278,2430118976009979196378800000,16,,
grafo10898.95.txt,153,737,3.7660,758521327325540596697880000,12,,
grafo10905.97.txt,151,682,1.9106,12135924843732264824121600000,9,,
grafo10907.99.txt,165,2875,50.1479,32617260794404341954987264,13,,
grafo10908.98.txt,159,988,48.7361,6900725645688243858242801600,12,,
grafo10911.100.txt,,,TO,,,,
grafo10918.98.txt,166,784,621.4133,32800654433715516623943360,16,,
grafo10919.97.txt,160,769,21.0916,4873808896014194882486512200,11,,
grafo10926.99.txt,162,703,2.6061,401726519668839391778054937600,10,,
grafo10928.100.txt,178,1222,TO,,,,
grafo10937.100.txt,158,733,9.7178,911068768064780693215657056000,9,,
grafo10943.95.txt,154,712,141.8620,2232135796878792160387153920000,14,,
grafo10945.98.txt,161,1093,10.7995,95891009417905168894140000,12,,
grafo10950.97.txt,,,TO,,,,
grafo10952.96.txt,164,2080,TO,,,,
grafo10958.98.txt,,,TO,,,,
grafo10962.100.txt,,,TO,,,,
grafo10970.100.txt,163,758,131.6862,2452216546463682773005463232,15,,
grafo10972.95.txt,157,968,TO,,,,
grafo10976.92.txt,163,1705,68.4798,10759050697100237213220300916440,12,,
grafo10998.100.txt,,,TO,,,,
grafo11000.99.txt,171,916,103.2157,1217725012095539482686059005177080,15,,
grafo11001.97.txt,,,TO,,,,
grafo11003.100.txt,159,764,665.8294,3976499213449309516733400000,16,,
grafo11008.99.txt,163,967,564.3766,3675203970100782918317392,15,,
grafo11011.100.txt,161,861,5.3908,140688757390106390892469346304000,11,,
grafo11014.100.txt,159,755,14.8557,102699410881895065529306726096461824,11,,
grafo11015.98.txt,162,1360,771.3255,5799643168166328288201029091456,13,,
grafo11016.98.txt,161,1253,6.5504,7526571230364813338624640,12,,
grafo11020.100.txt,164,823,24.3279,20444842677214024445820085111800000,10,,
grafo11035.99.txt,165,816,1.3902,26848343803661264515276800,11,,
grafo11037.99.txt,160,1011,TO,,,,
grafo11039.96.txt,154,597,818.0488,3389918511944201602117280,16,,
grafo11044.95.txt,144,501,3.6428,1197912132516610056000,13,,
grafo11047.92.txt,,,TO,,,,
grafo11050.98.txt,158,745,92.1124,21793683158398046358023808,14,,
grafo11056.98.txt,163,965,49.4284,139448046035464528744346345472,10,,
grafo11060.99.txt,160,823,25.0007,2221581091015208181652619592894,9,,
grafo11067.98.txt,164,2449,497.3118,4884715904609705915728260,15,,
grafo11069.93.txt,156,810,148.7269,67197688711299492990806963592,13,,
grafo11070.94.txt,159,864,14.7596,296693280114774832563512784000,11,,
grafo11072.98.txt,,,TO,,,,
grafo11073.100.txt,,,TO,,,,
grafo11076.97.txt,155,632,10.6750,3926107989980203149244661760,12,,
grafo11088.97.txt,163,1237,1.7850,1042994082302208333696820608,12,,
grafo11096.97.txt,162,840,4.6634,21190592381506159344503198702400000,9,,
grafo11099.99.txt,,,TO,,,,
grafo11100.95.txt,157,3914,76.3580,1816713943740179220678036480,15,,
grafo11101.95.txt,162,1800,98.0168,925307123039192848461312,13,,
grafo11102.98.txt,156,541,60.4008,78159853560697776,16,,
grafo11105.95.txt,166,1068,922.9830,2780329361017679787740480496,12,,
grafo11106.99.txt,158,810,209.8082,1800410829963731636845259520,15,,
grafo11110.99.txt,156,672,35.4089,3283273471348689681777012,18,,
grafo11112.96.txt,157,655,1014.5381,32730420111605723465368,16,,
grafo11113.98.txt,153,577,9.2608,85282876610070364386506217600,10,,
grafo11114.93.txt,158,813,46.0278,19671423926865926171894250009840,11,,
grafo11115.92.txt,152,700,0.7793,457952153329344881847182400,8,,
grafo11119.98.txt,161,863,TO,,,,
grafo11125.100.txt,,,TO,,,,
grafo11140.98.txt,147,542,3.6598,12949719097651467435583488000,12,,
grafo11142.99.txt,164,721,360.8302,1972035514499084401578914190442500,11,,
grafo11143.98.txt,156,563,2.1856,21006525537883519741138348800,12,,
grafo11144.92.txt,151,722,23.8135,69290945340192171185472000,9,,
grafo11145.99.txt,169,1166,917.4616,3903575490174366298584834349500,14,,
grafo11148.99.txt,155,977,1006.6417,26041694824934201896252713228780,11,,
grafo11149.100.txt,,,TO,,,,
grafo11157.100.txt,158,1598,50.7497,2255220706960252460009775340800,11,,
grafo11162.100.txt,,,TO,,,,
grafo11176.100.txt,,,TO,,,,
grafo11178.95.txt,,,TO,,,,
grafo11181.95.txt,154,745,3.2581,204303551180648012431583604480,12,,
grafo11198.98.txt,167,2169,TO,,,,
grafo11201.99.txt,165,885,3.0958,1147720450559495792252226408000,11,,
grafo11204.99.txt,,,TO,,,,
grafo11218.99.txt,166,1389,1117.9106,981634254919532297202912,15,,
grafo11223.99.txt,146,568,72.4707,2360818719012081418650711306540,10,,
grafo11227.100.txt,165,734,547.2985,2716288583159839941443148,14,,
grafo11250.99.txt,163,1007,51.6963,8943747317419205357818461381583296,10,,
grafo11251.93.txt,151,807,4.1464,4809787111811592399184022526528,9,,
grafo11254.99.txt,154,1002,194.8516,30139977622287267367176194,13,,
grafo11271.99.txt,171,1500,122.2515,109664252023274371019546173840,13,,
grafo11280.99.txt,165,1092,101.4388,83393808943885689836202,18,,
grafo11313.96.txt,154,696,208.8638,7003276840515664560,15,,
grafo11324.100.txt,171,1233,28.0150,560387610526314185205659607711744,11,,
grafo11335.100.txt,162,778,7.0996,61471332725994635285503002432000,12,,
grafo11369.96.txt,,,TO,,,,
grafo11458.100.txt,160,945,238.1480,32929161513245347400780796768,16,,
grafo11469.96.txt,159,749,130.8537,165728243199277045297920000,13,,
grafo11546.97.txt,160,797,9.5858,75444469155251576685056404800,9,,
grafo11569.93.txt,155,990,19.0346,4844612865840488301571200,13,,
grafo3224.98.txt,,,TO,,,,
grafo3435.99.txt,167,2102,84.5924,652148706592030102138027610622720,11,,
grafo3532.99.txt,161,760,2.8041,28327450894599629841700806720,9,,
grafo3680.99.txt,168,1206,14.0440,2149519026657629741871667680000,10,,
grafo3712.95.txt,149,644,5.6084,5258623445171291339393040,12,,
grafo3861.99.txt,153,726,13.0776,16121448104607716575683640617648,8,,
grafo3890.96.txt,167,832,TO,,,,
grafo3898.99.txt,170,2091,220.8559,45437908753940371061101014897360,11,,
grafo3979.98.txt,166,896,2.9910,423904573438761629195520,13,,
grafo3995.97.txt,158,1160,7.8722,5931077209549283555589214132590240,11,,
grafo4091.99.txt,167,1879,129.8358,32508414237190114299136803240960,12,,
grafo6562.98.txt,162,722,1.1266,236273893424318395676761226496,9,,
grafo6625.99.txt,156,672,31.3266,1337161524838599745621440,15,,
grafo6975.39.txt,174,1113,7.3525,320039444695988826981559487100000,10,,
grafo7221.99.txt,152,644,1.4915,1525888907338681754882536320000,8,,
grafo7263.99.txt,162,1775,1078.4746,4898247703830220765158946176,14,,
grafo7417.39.txt,161,700,1.6829,413427890976458123248101187541280000,10,,
grafo7785.100.txt,163,819,7.0885,557646274243607696621728263360,14,,
grafo7797.100.txt,167,2533,51.2876,18087494243875214914061634240,13,,
grafo7907.80.txt,134,720,23.1116,56046368067982192880179200,9,,
grafo7936.89.txt,,,TO,,,,
grafo8008.95.txt,161,1051,21.1898,2836630049700547381881600,12,,
grafo8127.78.txt,126,537,0.3532,66208157321355098849280,8,,
grafo8198.99.txt,161,718,4.9278,649388601659380264242499152000,10,,
grafo8223.99.txt,151,647,2.7391,334422330310025516401710173429760,8,,
grafo8373.100.txt,170,787,7.2894,742658646888847672838471232000,13,,
grafo8478.98.txt,170,807,454.4401,12250781027964153710065548,16,,
grafo8490.95.txt,167,3772,TO,,,,
grafo8510.100.txt,163,953,19.3065,2522290965851353756626557847360,10,,
grafo8513.100.txt,167,2092,TO,,,,
grafo8549.100.txt,,,TO,,,,
grafo8566.98.txt,154,1176,17.2663,33675447534980819354777573856,11,,
grafo8571.94.txt,148,922,30.4266,60036648006230924769664308000,11,,
grafo8673.98.txt,158,1536,33.9841,3665987126814610816771132800,13,,
grafo8674.100.txt,166,1120,43.3998,4411819550965378162337392234383360,9,,
grafo8719.93.txt,154,3309,TO,,,,
grafo8739.99.txt,168,1578,35.8368,3376726709558271550550300000,11,,
grafo8777.98.txt,158,645,1.8985,527114627133616421733651616800,9,,
grafo8780.96.txt,168,1228,12.7573,106865700460093439124794247168,13,,
grafo8791.94.txt,160,883,498.9918,41589594170975930336399016,14,,
grafo8793.100.txt,166,652,25.5286,6290998565958574189476048,10,,
grafo8805.80.txt,,,TO,,,,
grafo8812.99.txt,,,TO,,,,
grafo8823.93.txt,151,1240,8.4615,2471867976793564523950612320,13,,
grafo8826.100.txt,162,848,5.7127,1834705985117148849612007324569600,10,,
grafo8857.99.txt,167,1042,26.4213,313543526986779746908720331250,11,,
heart.txt,180,926,TO,,,,
kts15-ptpt-0001.ec,,,TO,,,,
kts15-ptpt-0002.ec,,,TO,,,,
kts15-ptpt-0003.ec,132,390,1.2505,8,19,,
kts15-ptpt-0004.ec,132,392,1.8050,1,23,,
kts15-ptpt-0005.ec,,,TO,,,,
kts15-ptpt-0006.ec,132,388,1.5874,8,23,,
kts15-ptpt-0007.ec,132,390,1.5305,12,18,,
kts15-ptpt-0008.ec,,,TO,,,,
kts15-ptpt-0009.ec,132,389,1.9312,6,19,,
kts15-ptpt-0010.ec,,,TO,,,,
