Instance,#cols,#rows,DLX,DXZ,D3X,DXD_S,DXD_M,IDXD_S,IDXD_M,MDLX,sharpSAT-TD,ExactMC,Solutions,Max Blocks,|ZDD|,|DNNF|
grafo1770.96.txt,,,,,,,,,0.3121,,,,12740000,10,,381
grafo1771.52.txt,,,,,,,,,0.7949,,,,577937250,8,,639
grafo1774.28.txt,,,,,,,,,1.3611,,,,842291325,7,,781
grafo1779.18.txt,,,,,,,,,0.2816,,,,2353182000,9,,576
grafo1780.17.txt,,,,,,,,,0.1289,,,,422500,9,,288
grafo1782.92.txt,,,,,,,,,0.1231,,,,625,5,,145
grafo1784.31.txt,,,,,,,,,0.2028,,,,18200,6,,235
grafo1795.82.txt,,,,,,,,,0.2391,,,,16875,6,,219
grafo1797.47.txt,,,,,,,,,0.6010,,,,2065554,6,,496
grafo1798.74.txt,,,,,,,,,0.1957,,,,2160000,8,,384
grafo1813.97.txt,,,,,,,,,0.3905,,,,81375,7,,364
grafo1826.43.txt,,,,,,,,,0.5628,,,,133406250,8,,629
grafo1829.46.txt,,,,,,,,,0.3343,,,,33730625,9,,487
grafo1834.32.txt,,,,,,,,,1.0446,,,,9199668375000,10,,986
grafo1843.50.txt,,,,,,,,,0.8554,,,,81589881600,9,,923
grafo1846.61.txt,,,,,,,,,0.2075,,,,501150,6,,408
grafo1847.25.txt,,,,,,,,,0.2678,,,,1169600,8,,348
grafo1852.92.txt,,,,,,,,,0.3071,,,,484375,9,,324
grafo1853.44.txt,,,,,,,,,0.2792,,,,15625,6,,227
grafo186.43.txt,,,,,,,,,0.2427,,,,15625,7,,220
grafo1862.61.txt,,,,,,,,,0.1557,,,,625,4,,156
grafo1868.25.txt,,,,,,,,,0.2722,,,,47000000,8,,467
grafo1871.71.txt,,,,,,,,,0.2844,,,,578125,8,,310
grafo1873.31.txt,,,,,,,,,0.2113,,,,4800,4,,265
grafo1875.69.txt,,,,,,,,,0.1364,,,,1638714,5,,362
grafo1876.98.txt,,,,,,,,,0.2512,,,,422500,8,,317
grafo1885.100.txt,,,,,,,,,0.1614,,,,750,5,,163
grafo1886.31.txt,,,,,,,,,0.2073,,,,19375,6,,240
grafo1889.14.txt,,,,,,,,,0.2315,,,,15625,7,,224
grafo1890.40.txt,,,,,,,,,0.2957,,,,456300,9,,307
grafo1895.13.txt,,,,,,,,,0.3003,,,,10562500,10,,382
grafo1896.25.txt,,,,,,,,,0.3144,,,,438750,9,,303
grafo190.92.txt,,,,,,,,,0.3079,,,,116350,7,,351
grafo1901.94.txt,,,,,,,,,0.2097,,,,113022,6,,337
grafo1909.23.txt,,,,,,,,,0.2323,,,,455000,9,,307
grafo1916.59.txt,,,,,,,,,0.3227,,,,825,4,,162
grafo1921.58.txt,,,,,,,,,0.2517,,,,50400000,10,,438
