Instance,#cols,#rows,DLX,DXZ,D3X,DXD_S,DXD_M,IDXD_S,IDXD_M,MDLX,sharpSAT-TD,ExactMC,Solutions,Max Blocks,|ZDD|,|DNNF|
Ulaknet.txt,,,,,,,,0.5081,,,,,2961983200,10,,544
UniC.txt,,,,,,,,0.4387,,,,,4427955168,12,,445
Uninet.txt,,,,,,,,0.4284,,,,,5564370546432,14,,540
Uninett2010.txt,,,,,,,,0.3158,,,,,2700,4,,246
Uninett2011.txt,,,,,,,,1.3058,,,,,234568096,9,,706
Uran.txt,,,,,,,,0.4223,,,,,506537006976,16,,406
UsCarrier.txt,,,,,,,,0.7360,,,,,4405248000,10,,527
Uunet.txt,,,,,,,,0.3428,,,,,3447360000,15,,349
VtlWavenet2011.txt,,,,,,,,0.3487,,,,,272557761840,14,,461
WideJpn.txt,,,,,,,,2.6027,,,,,64404045,6,,781
Xeex.txt,,,,,,,,0.3232,,,,,14501681251200,16,,502
York.txt,,,,,,,,0.9919,,,,,74307261600,11,,588
Zamren.txt,,,,,,,,0.2237,,,,,5362980480,13,,386
grafo120.40.txt,,,,,,,,4.2911,,,,,67641459,5,,928
grafo121.20.txt,,,,,,,,0.3019,,,,,6958153125,15,,352
grafo124.28.txt,,,,,,,,10.3959,,,,,166049892,5,,801
grafo125.32.txt,,,,,,,,0.3508,,,,,360185280,13,,278
grafo126.22.txt,,,,,,,,0.5031,,,,,9859446140544,16,,483
grafo127.21.txt,,,,,,,,4.5612,,,,,716307449880,8,,1215
grafo128.35.txt,,,,,,,,0.9459,,,,,270442706742,10,,703
grafo142.33.txt,,,,,,,,0.4702,,,,,1719563852160,16,,443
grafo143.29.txt,,,,,,,,0.6731,,,,,607675,4,,490
grafo144.12.txt,,,,,,,,0.4340,,,,,629809689600,14,,520
grafo150.31.txt,,,,,,,,2.1045,,,,,20614277376,9,,798
grafo159.24.txt,,,,,,,,1.1219,,,,,1847768,7,,514
grafo161.31.txt,,,,,,,,1.9337,,,,,138035988,6,,938
grafo162.24.txt,,,,,,,,0.4364,,,,,5696797055040,12,,636
grafo166.10.txt,,,,,,,,0.4508,,,,,145694052000,15,,463
grafo167.22.txt,,,,,,,,1.0480,,,,,4647556704,11,,622
grafo173.26.txt,,,,,,,,0.6215,,,,,36532900800,11,,628
grafo174.27.txt,,,,,,,,0.7080,,,,,15934,5,,347
grafo175.23.txt,,,,,,,,0.8087,,,,,11250,4,,328
grafo177.11.txt,,,,,,,,0.5052,,,,,19424928600,13,,432
grafo179.35.txt,,,,,,,,1.6626,,,,,238329385140,11,,711
grafo180.27.txt,,,,,,,,0.9870,,,,,287575134,9,,656
grafo183.28.txt,,,,,,,,0.6400,,,,,128595600,11,,380
grafo184.41.txt,,,,,,,,0.4309,,,,,855360000,12,,331
grafo188.23.txt,,,,,,,,0.7887,,,,,4135600,7,,544
grafo193.12.txt,,,,,,,,0.3147,,,,,147420000,13,,292
grafo194.23.txt,,,,,,,,1.1860,,,,,151580,4,,460
grafo196.30.txt,,,,,,,,1.1520,,,,,25995312,7,,739
grafo197.15.txt,,,,,,,,1.1013,,,,,2498958,5,,678
grafo198.18.txt,,,,,,,,1.8628,,,,,6280794828,8,,699
grafo211.14.txt,,,,,,,,0.3375,,,,,4140514560,13,,325
grafo216.18.txt,,,,,,,,1.3378,,,,,1096490,5,,514
grafo218.17.txt,,,,,,,,0.4585,,,,,1717695000000,14,,550
grafo220.13.txt,,,,,,,,3.9152,,,,,3240767880,7,,944
grafo221.15.txt,,,,,,,,0.4063,,,,,241315200,12,,293
grafo229.13.txt,,,,,,,,0.9302,,,,,3722453280,11,,617
grafo230.14.txt,,,,,,,,0.4485,,,,,952573440,13,,334
grafo233.11.txt,,,,,,,,1.8488,,,,,3529799154120000,11,,1115
grafo234.12.txt,,,,,,,,0.6373,,,,,64037750,10,,389
grafo236.15.txt,,,,,,,,1.9773,,,,,1473228,5,,529
grafo237.16.txt,,,,,,,,1.1832,,,,,553157071488,10,,733
grafo238.10.txt,,,,,,,,0.5239,,,,,528930407880,12,,556
grafo242.14.txt,,,,,,,,0.9993,,,,,153474048,8,,710
grafo245.21.txt,,,,,,,,0.8632,,,,,4424112108,11,,618
grafo246.11.txt,,,,,,,,0.7272,,,,,56881440,11,,437
grafo247.15.txt,,,,,,,,0.2987,,,,,147461280,12,,280
grafo249.22.txt,,,,,,,,2.6274,,,,,7018243050,9,,922
grafo250.13.txt,,,,,,,,1.5179,,,,,8651906224500,10,,824
grafo259.12.txt,,,,,,,,0.9924,,,,,1207080,6,,524
grafo263.11.txt,,,,,,,,1.3502,,,,,7751870,4,,475
grafo265.10.txt,,,,,,,,0.5605,,,,,53780325580800,14,,654
grafo268.15.txt,,,,,,,,0.3391,,,,,733425840,12,,351
grafo280.11.txt,,,,,,,,7.9099,,,,,3748123582,7,,989
grafo281.14.txt,,,,,,,,0.4350,,,,,2414284704000,14,,505
grafo283.24.txt,,,,,,,,0.7579,,,,,2370093440,11,,515
grafo284.28.txt,,,,,,,,0.7961,,,,,3136,4,,252
grafo285.14.txt,,,,,,,,0.9986,,,,,479658672,8,,708
grafo287.19.txt,,,,,,,,0.5426,,,,,68038893,11,,345
grafo289.40.txt,,,,,,,,0.4768,,,,,9184808960,13,,413
grafo292.16.txt,,,,,,,,3.3491,,,,,79201645614,8,,1039
grafo293.17.txt,,,,,,,,0.4024,,,,,649572000,12,,356
grafo295.15.txt,,,,,,,,0.5046,,,,,470269800,13,,340
grafo297.15.txt,,,,,,,,0.6706,,,,,54326016000,12,,479
grafo299.19.txt,,,,,,,,0.4386,,,,,382398408000,14,,458
grafo329.17.txt,,,,,,,,0.4531,,,,,17473874820480,16,,475
grafo331.15.txt,,,,,,,,6.7782,,,,,4017956235732,8,,1325
grafo332.82.txt,,,,,,,,0.9590,,,,,286351875,7,,717
grafo336.21.txt,,,,,,,,0.4684,,,,,36120,5,,333
grafo337.15.txt,,,,,,,,0.4538,,,,,472328478720,13,,531
