SharpSAT-TD求解器实验结果
文件名,运行时间(秒),模型计数
grafo6660.21,225.255515222,619650
grafo6661.25,238.391936728,13125000
grafo6665.28,179.403803964,17500
grafo6666.88,38.970059281,19500
grafo6669.47,173.484793544,3997437808
grafo6670.80,69.66706029700001,437500
grafo6672.52,365.417442246,27150860800
grafo6680.69,85.41148898,390625
grafo6683.69,340.698400357,959588861400
grafo6686.93,37.661397593,625
grafo6691.65,321.414141151,10300331250
grafo6692.100,59.361877114,700
grafo6694.48,262.755341179,555194250
grafo6696.77,360.068614557,662389650
grafo670.14,22.443923131,2884
grafo6710.81,103.70855791,471250
grafo6713.48,222.407151927,25171200
grafo6715.28,27.398924467,702
grafo6722.23,182.839535948,16250
grafo6724.13,120.060686104,43125
grafo6725.37,246.345210986,10951200
grafo6726.13,52.39244192,702
grafo6736.82,221.43518373,3064900608
grafo6753.91,315.071278528,1051031250
grafo6755.28,169.756933529,21750
grafo6758.21,113.545127084,4160
grafo6764.50,159.107154924,326229150
grafo6769.77,31.452659159,750
grafo6778.48,223.179405305,487500
grafo6782.63,171.394826671,28578125
grafo6784.66,173.957032925,16875
grafo6786.54,102.675557172,35000
grafo6788.10,38.563369634,650
grafo6789.35,187.587036539,552500
grafo6790.85,274.984909135,71775
grafo6791.13,139.81696225,650
grafo6793.37,67.42873695199999,650
grafo6797.40,105.546554938,20300000
grafo6804.99,52.807880851,36875
grafo6817.15,108.539569662,75400
grafo6830.11,178.376162578,38350
grafo6831.19,174.911085385,18750
grafo6835.96,112.520947787,1025
grafo6844.11,111.785742492,86878116
grafo6845.65,270.916499094,729920250
grafo6851.17,234.738009146,5111250000
grafo6855.73,118.218717784,9765625
grafo6860.17,135.080710638,68800
grafo6863.79,146.204562194,181522600
grafo6870.27,342.133846954,402213125
grafo6874.87,288.088040476,2479802
grafo6879.61,228.210730363,717500
grafo6882.74,21.973734663,675
grafo6885.71,216.514281617,406250
grafo688.78,202.930755337,490100
grafo6889.59,293.339635971,96862500
grafo6890.31,286.697104655,27046323688125
grafo6891.96,88.671699667,16250
grafo6897.18,190.128279216,29193777975
grafo6898.13,218.969560235,510645000
grafo6907.27,37.986458373,650
grafo690.86,210.349112153,10800000
grafo6910.11,80.122651089,17500
grafo6912.12,240.953628057,1276200000
grafo6915.41,221.495301486,889200
grafo6918.21,303.946715419,198847250
grafo6925.79,178.157315516,27000
grafo6938.40,70.903307525,406250
grafo6943.100,324.099078229,30174711138
grafo6950.76,167.512566006,731250
grafo6959.52,211.717721147,20250000
grafo6961.53,24.907431923,750
grafo6965.81,134.957979151,3965250
grafo6966.10,179.272277076,58125
grafo6968.82,89.383330421,21500
grafo6973.17,246.891271833,83718360
grafo697.47,179.945335006,51800
grafo6978.62,37.50612239,625
grafo698.15,306.171610033,136696015625
grafo6982.31,295.081972621,813419100
grafo6983.23,217.241846067,562500
grafo6988.18,51.847913368,625
grafo6990.73,181.239886039,20000
grafo699.50,169.733965423,2924100
grafo6997.39,47.315499609,675
grafo7002.34,217.000520555,12593750
grafo7004.11,279.828780099,3559148882500
grafo7006.95,220.338008261,12090000
grafo7012.67,192.789451088,1228500
grafo7016.99,194.775696984,14434200
grafo701.98,176.192151367,8757500
grafo7024.83,247.61761439,11310000
grafo702.77,120.032413846,720750
grafo7029.18,39.093143417,34350
grafo7030.65,55.599513106,16250
grafo7032.31,193.880938677,455625
grafo7034.57,294.820902641,984039211919500
grafo7037.63,93.510787759,406250
grafo7039.99,61.915673546,675
grafo7040.90,57.940966033,18750
grafo704.43,302.513124879,209296494
grafo7047.12,242.415047883,134784
grafo7049.94,52.489842586,1150
grafo7051.76,364.31775661,143117187784200
grafo705.26,41.366570637,1375
grafo7055.28,236.133351258,3987435000
grafo7065.52,299.675457521,30144354240
grafo706.79,143.058000627,2760855525
grafo7071.43,257.481913076,28522312
grafo707.59,28.567472595,780
grafo7081.43,75.66748421699999,20150
grafo7084.43,42.487167697,625
grafo7091.69,69.482247552,15625
grafo7092.23,217.866586458,507500
grafo709.89,475.614484683,5329436141800
grafo7099.66,207.941259808,251550000
grafo7107.62,37.952485734,625
grafo7113.51,60.71527152,15625
grafo7118.91,47.723588893,27300
grafo7119.95,261.863784922,5356549841625
grafo7122.36,36.032215136,725
grafo7125.72,212.350946418,3422250
grafo7130.58,127.36147241,10350
grafo7132.22,169.332165892,13562500
grafo7133.85,247.947687568,11606400
grafo7141.11,62.286147427,16250
grafo7143.64,235.414261169,268169525
grafo7146.43,30.39394868,1540
grafo7147.89,102.230742825,5487725
grafo7148.75,261.25498471,198022500
grafo7151.57,243.741457927,945274031250
grafo7155.40,219.873492578,341136250
grafo7156.49,329.047094392,256534200
grafo7157.38,195.320240881,8200625
grafo7162.12,46.151635408,15625
grafo7166.24,24.873840929,900
grafo716.81,192.121752399,641250
grafo7175.97,232.267118619,184705500
grafo7176.86,187.001700913,17500
grafo7178.57,171.815825989,1067685
grafo7179.29,307.793194567,243313426200
grafo718.47,40.890260578,775
grafo7188.82,54.259064621,675
grafo7202.27,281.577805449,89244993750
grafo7207.26,194.075370786,468750
grafo7210.20,57.043282555,725
grafo7212.32,249.164355424,1836314350080
grafo7219.35,193.253343949,562500
grafo7223.75,210.712892814,16250
grafo7226.14,199.104048293,682500
grafo7235.89,92.88763922,880000
grafo7236.59,200.75276729,385749000000
grafo7238.14,204.971179817,421875
grafo7240.33,51.011038837,768775
grafo7241.10,196.560921404,16250
grafo7244.41,102.042890682,810550
grafo7245.73,176.13011349,625
grafo7247.40,321.910638501,7922890625
grafo7249.32,90.90345687999999,546875
grafo7250.27,59.199033539,16875
grafo7252.81,222.347200332,18529125000
grafo7255.49,222.066712215,208203125
grafo7259.76,113.877662887,421875
grafo7264.52,120.805215057,4074500
grafo7267.80,74.383826383,390625
grafo726.87,169.208312077,15775
grafo7269.72,40.569657015,625
grafo7270.58,164.178196702,3166800
grafo727.24,121.540934511,13637085
grafo7272.56,226.21162256,2217144800
grafo7277.17,130.526132254,27036625
grafo7278.66,22.358524025,702
grafo7279.33,246.536255658,9575944950
grafo7282.23,56.670854508,56550
grafo7292.38,84.272714407,19375
grafo7295.35,245.620970733,644779093650
grafo7299.82,135.976856476,810
grafo7301.36,248.180823608,1280848140
grafo7304.11,130.476079021,2850
grafo7305.22,117.176859215,390625
grafo7306.24,129.087365418,17550
grafo7313.12,115.645376323,74360
grafo7314.21,259.98456183,86343750
grafo7316.26,215.216359107,103766250
grafo7318.87,200.975788696,485746143
grafo7322.23,141.575235493,18720000
grafo7327.10,168.812452079,650
grafo7328.57,63.07940382,625
grafo7329.54,47.857442545,875
grafo7337.30,257.632138369,52533600
grafo7338.67,25.385950775,825
grafo7339.81,201.551916824,176150
grafo7342.18,43.411013353,625
grafo7343.97,189.866171956,19375
grafo7344.86,49.678041133,1687650
grafo7345.21,209.141830369,13562500
grafo734.56,163.490261028,2803125
grafo7351.57,103.815497093,2175
grafo7353.57,253.568301154,129937500
grafo7359.79,276.859837078,13269596256
grafo7360.41,199.036399145,25525
grafo7364.10,96.656645862,41875
grafo7367.30,240.186538866,23613150
grafo7369.29,334.61976383,9994491249568
grafo7372.93,163.196381414,20800
grafo7373.49,33.94227439,28700
grafo7377.53,42.828299574,17500
grafo7382.34,87.400581304,16250
grafo7384.96,64.312810887,21025
grafo7385.94,94.415112884,13601475
grafo7392.18,122.089401158,29744
grafo739.46,107.73039551,418578125
grafo7401.63,75.152389129,596700
grafo7405.85,36.533337127,4176
grafo7411.34,81.050611148,1188
grafo7416.47,253.83508232,56203125
grafo741.88,241.417533857,193264125000
grafo7425.83,220.837165622,1046393400
grafo7431.48,292.886092148,18237775725
grafo7432.71,52.731312225,625
grafo7438.76,52.769083315,18125
grafo7442.56,236.441064915,2705000
grafo7444.23,255.105104599,159651000
grafo7448.59,181.267778838,20625
grafo7449.94,205.004005671,472500
grafo7450.55,232.412446593,2785000
grafo745.30,104.900059783,4200
grafo7454.100,261.527761313,19565000
grafo7455.88,204.912580266,656100000
grafo7459.74,58.124671475,625
grafo7461.60,52.274031694,19375
grafo7462.87,421.569409099,25282115509200
grafo7463.35,102.825833328,153062400
grafo7468.98,89.131336512,421875
grafo746.89,31.092577119,783
grafo7471.12,46.76689871,16875
grafo7473.29,244.956089215,234144
grafo747.96,80.642844677,5159925
grafo7481.98,196.211134228,90704640
grafo7485.97,89.22819180400001,1000
grafo7489.93,88.586830116,3387011283
grafo7491.16,56.469759321,6000
grafo7496.97,111.913626266,861250
grafo7497.14,177.902307664,676
grafo7498.32,190.829276946,999750
grafo7504.100,215.346953683,488621250
grafo7505.67,50.625896557,15625
grafo7506.75,130.968506702,598647000
grafo7515.61,201.619529764,24732381750
grafo751.82,303.745035548,4581025308000
grafo7528.48,46.762098818,650
grafo7530.81,198.840597681,23921875
grafo7532.41,85.588532259,16250
grafo7533.69,154.677632043,39150
grafo7534.25,45.82706853,625
grafo7537.56,83.312731128,330000
grafo753.81,73.689007002,15625
grafo7538.26,254.99190489,35370
grafo7549.51,131.764629026,625
grafo7550.45,98.44476736999999,8425
grafo7551.26,194.671578591,21750
grafo7554.20,23.923794493,650
grafo7560.40,286.922211261,32227000
grafo7561.55,70.616101388,473200
grafo7572.59,93.515603711,390625
grafo757.37,208.464586012,3993975
grafo7577.42,353.027757073,524500531875
grafo7578.81,31.590309922,812
grafo7581.24,177.915741365,27750
grafo7583.20,105.572460686,3396250
grafo7584.43,30.893220547,625
grafo7586.11,38.028946802,950
grafo7589.43,111.085730883,3975
grafo7591.65,178.756340251,16250
grafo759.24,71.630428432,3900
grafo7598.34,219.897061895,37039647600
grafo7604.55,163.762197169,650
grafo7608.87,182.943882348,28246592
grafo7614.98,206.343122148,12252500
grafo7617.44,214.592384538,697243950
grafo7627.81,246.059072207,10530000
grafo7629.32,204.250433416,1167390000
grafo7632.50,188.89303818,493327850
grafo7633.47,36.550969774,625
grafo7635.13,179.239628335,347942400
grafo7638.34,66.156997037,625
grafo7640.15,321.81099687,3614264250000
grafo7641.73,97.76237985100001,2444
grafo7648.22,275.828644713,114345735000
grafo7655.95,237.430290517,16402500
grafo765.94,238.245228923,2213325000
grafo7660.27,212.878624824,390625
grafo7662.81,206.871908665,1425634200
grafo7664.100,453.063777308,16178157572281250
grafo7665.32,227.700240115,1454600
grafo7668.29,344.242856921,431553269901600
grafo7669.48,20.541250912,725
grafo7673.81,71.769682688,19575
grafo7679.61,178.368002417,19575
grafo7681.58,62.260957303,825
grafo7686.27,234.841937956,19278225
grafo7692.59,205.150565414,429438750
grafo7701.57,112.122360796,15976304
grafo7705.37,59.849891412,16875
grafo7706.11,308.563940661,282775
grafo770.92,22.657382535,675
grafo7710.100,63.199524438,15625
grafo7711.22,113.671773852,1092
grafo7712.98,297.448183248,18346875
grafo7713.63,283.523541176,101779510000
grafo7716.34,75.333561381,406250
grafo7718.19,21.09046319,702
grafo7719.96,192.518432447,21875
grafo7720.64,266.727046687,132720000
grafo7722.100,94.01080767000001,18125
grafo772.64,343.782682071,19147050000
grafo7729.42,46.877956204,625
grafo7733.24,128.634772452,825
grafo7743.31,116.01422291,750
grafo7748.50,32.15575342,900
grafo7749.20,200.177153397,536250
grafo7750.91,52.78652538,625
grafo7751.65,173.957492499,27840
grafo7753.41,303.562311535,149326875
grafo7755.11,132.3796138,23750
grafo7757.35,213.762363295,9750000
grafo7759.10,150.02126005,274556250
grafo7768.80,166.801314014,22620
grafo7773.41,164.561216373,650
grafo7779.26,267.415453482,5688600000
grafo7782.48,293.359071672,8971782400
grafo7784.65,234.121472126,45833404272
grafo7785.72,195.199551727,20150
grafo7789.18,172.705730199,625
grafo7790.26,166.285202331,6052325
grafo7791.31,53.565180985,15625
grafo7792.74,47.677228986,625
grafo7796.62,38.129351803,850
grafo7799.44,188.476405265,593750
grafo7800.19,244.838196359,14280000
grafo7802.78,151.373409041,587250
grafo7805.91,139.675851212,9360000
grafo7807.37,123.082472805,11232000
grafo7808.64,73.159145862,22620
grafo7811.42,174.432974957,776250
grafo7812.88,193.433929484,812500
grafo7813.18,283.866525985,5122575
grafo7824.49,234.849952823,20250000
grafo7836.45,195.457623566,598125
grafo7840.60,211.785751654,22343750
grafo7843.21,302.66955775,37569884788125
grafo7844.62,255.381761555,11902626
grafo7849.12,248.733315832,76877424
grafo7852.61,224.727331811,11700000
grafo7853.41,237.234238068,282885750
grafo785.62,118.961022947,1202500
grafo7856.86,276.786361581,199563750
grafo7858.48,360.020513254,3258849410000
grafo7861.42,70.18126773100001,21250
grafo786.65,22.582129015,936
grafo7867.39,130.689989771,650
grafo7870.38,166.569861053,754
grafo7876.63,48.517448218,1050
grafo7877.74,25.981297755,650
grafo7884.94,253.047487032,71442000
grafo7887.92,188.7249301,536250
grafo7892.32,225.291522829,645975
grafo7900.44,150.577311304,80418
grafo7902.84,63.862740716,625
grafo7909.81,263.788155885,25155689312
grafo7911.97,187.087876674,997500
grafo7914.76,145.671319694,11049925
grafo7927.96,257.301439832,28677450
grafo793.32,129.933922964,9000000
grafo7934.10,219.721599372,468750
grafo7936.91,164.676787118,260736
grafo7940.67,150.046067536,60625
grafo7943.99,267.225598113,26599950
grafo7944.17,55.166512473,650
grafo7947.49,29.555781599,806
grafo7973.79,107.950620026,2743125
grafo7986.58,34.926901386,625
grafo7994.93,210.719485957,15625
grafo7999.11,143.232139401,900
grafo8000.69,68.60357131400001,18125
grafo8004.45,34.104617276,784
grafo8005.41,187.485047333,18900
grafo8015.97,299.926371884,547882500
grafo8016.44,251.66609576,1087625
grafo8018.29,37.533035024,858
grafo8019.91,227.603673612,1624006476
grafo8021.27,186.895944478,116675
grafo8033.36,241.767133726,11576526
grafo8035.16,123.952921646,3744825
grafo8038.23,314.982602348,986267598225
grafo8039.47,92.429239706,24147500
grafo8041.54,243.347568989,2579850
grafo8045.67,205.665426733,694400
grafo8053.94,154.250877511,13600
grafo8056.61,89.643364187,16250
grafo8057.58,245.34899518,59561450
grafo806.13,49.438693051,1225
grafo8062.93,280.293397728,56700000
grafo8065.21,192.457133804,24375
grafo8067.71,43.644100549,625
grafo8069.11,183.656236673,406250
grafo8072.33,127.294082155,294000
grafo8073.52,52.149249811,775
grafo8087.50,152.597395429,77144725
grafo8088.13,64.103994011,625
grafo8090.84,261.729746433,1341993182400
grafo8094.91,211.275204566,6564321
grafo8099.61,205.826798754,1281024
grafo8103.24,283.897294982,1499692700
grafo8104.10,51.548216104,700
grafo8105.63,234.106238684,88765656
grafo810.62,26.665854043,650
grafo8108.51,70.793002434,390625
grafo811.17,50.422580032,16250
grafo8117.79,266.573908923,1216875
grafo8119.10,22.801821044,625
grafo8122.34,281.841999686,56156716800
grafo8131.72,196.565060856,94979375
grafo8132.21,140.991221689,12687500
grafo813.97,201.967056338,390625
grafo8141.79,169.36716694,24960
grafo8142.62,167.201882939,63717955000
grafo8147.62,327.995626225,3155040000
grafo8149.82,213.25212716,640900
grafo8152.74,204.266236398,691645500
grafo815.56,163.92411081,1722500
grafo8156.83,196.793502064,38160000
grafo8171.69,193.782995196,579150
grafo817.20,200.314162671,98904500
grafo8175.24,53.907015547,864
grafo8185.11,184.372736558,390625
grafo8189.55,159.483856623,1415890625
grafo8190.93,244.672126429,13104000
grafo8193.90,134.692735708,4150
grafo8194.68,199.98696936,1430
grafo8195.19,28.254132607,625
grafo8198.31,88.20751500199999,390625
grafo8199.15,31.781177785,1664
grafo8215.56,163.985815814,44742600
grafo8217.99,190.91843406,27300
grafo822.26,61.149465186,728
grafo8229.76,86.07905156,18954
grafo8238.73,27.656163542,756
grafo8249.94,204.851300284,1062600
grafo8251.63,81.501298217,783000
grafo8253.87,182.402078962,421875
grafo8255.86,155.499735045,1350
grafo8262.15,61.85083146,15625
grafo8265.59,257.139652133,90737500
grafo8267.28,114.788451234,650
grafo826.83,57.44341356,2103775
grafo8276.44,42.351958681,650
grafo827.83,287.916653158,115701300
grafo8279.34,266.831409557,2226250
grafo8284.23,180.68711622,1050
grafo8289.82,52.870512815,625
grafo8296.83,82.480949607,21875
grafo8299.45,204.348105836,197872821
grafo8301.50,76.736968097,625
grafo8302.91,147.830552825,1150
grafo8314.10,214.112802669,54600000
grafo8319.80,212.350010482,422500
grafo8321.29,135.406732993,10440000
grafo832.38,66.449572129,15625
grafo8324.94,216.920198344,11545902
grafo8329.32,196.90760699,464467770
grafo8336.91,214.593135731,437500
grafo8338.45,187.178650359,552500
grafo8339.22,251.166140351,118957230
grafo8347.52,243.625695637,44887500
grafo8354.69,18.150629645,625
grafo8357.48,302.149757604,34538400
grafo8359.84,160.668098174,7257540000
grafo8366.87,285.923398772,1779404486475
grafo8368.13,281.7905576,436718750
grafo8370.60,120.912098056,825
grafo8372.14,194.581627189,3042200
grafo837.72,25.900440602,650
grafo8379.15,190.166216817,579150
grafo8380.21,254.792390363,2189659944656250
grafo8382.60,220.773472789,471250
grafo8388.91,40.83904519,650
grafo8389.92,202.675147706,422500
grafo8403.74,208.58488542,21206250
grafo8407.85,203.457330739,757250625000
grafo8408.97,205.636759211,941875
grafo8410.78,215.301643735,1085461685000
grafo8412.72,68.24082992,676
grafo8413.52,204.349402642,1153750
grafo8416.59,314.682908566,193640625
grafo8417.57,202.884381747,12173906250
grafo8418.48,276.863996518,73357050000
grafo8420.14,153.123483514,421875
grafo8421.94,362.686927924,2275460350
grafo8423.94,132.855496717,26250
grafo842.48,238.665844404,5242815000
grafo8427.86,64.942169759,1175
grafo8431.31,219.438576764,1055700
grafo8434.91,259.720572653,31175
grafo8437.64,281.646475809,2082341250
grafo844.50,194.345071353,9383750
grafo8446.52,326.775070245,60921875
grafo8448.48,186.733591001,625
grafo845.44,307.717599793,442243111050
grafo8455.35,175.241679667,15625
grafo8463.52,99.969933125,2028750
grafo8475.84,252.697647529,1142358525
grafo8479.60,201.799508693,870400
grafo8488.68,214.094397127,52650
grafo8494.54,249.562075109,93926196
grafo8499.82,61.369725027,800
grafo8503.78,219.086100496,21125000
grafo8508.23,124.56337892,747500
grafo850.95,60.544715746,875
grafo8517.33,106.960596324,12285000
grafo8523.95,193.186808002,16875
grafo8524.75,260.277625015,95115625
grafo8530.31,85.556293139,16875
grafo8531.23,277.038720522,6563025000
grafo8533.97,187.745622608,23125
grafo8535.44,99.010051128,625
grafo853.85,24.225652913,702
grafo8545.63,208.823319437,11812500
grafo8564.68,211.206235254,139729200
grafo857.23,207.047588279,10140000
grafo8573.47,76.553338896,10296
grafo8579.77,166.182114567,756
grafo8580.54,106.900412049,182614850
grafo8586.11,232.380187112,520625000
grafo8588.23,38.21186476,625
grafo8594.92,63.167923238,19600
grafo8601.50,57.944770616,59136
grafo8602.93,179.583916982,17500
grafo8605.52,298.996444238,5986875
grafo8613.17,293.517633062,4095000
grafo8618.58,96.97589141100001,484375
grafo8622.35,212.031230093,585000
grafo8628.93,104.824755852,390625
grafo8632.98,265.17631037,198022388850
grafo8633.79,202.639370835,14355000
grafo8640.23,196.051923999,777925
grafo8643.25,35.870177537,16900
grafo8648.55,182.232144666,55493775
grafo865.46,95.956244849,3887367
grafo8658.62,312.512109538,96089500000
grafo8661.75,254.458132376,1535625
grafo8665.79,57.26216565,625
grafo8674.87,83.760519743,12593016
grafo8683.85,78.741584278,435725
grafo8690.94,331.779483045,1813734584200
grafo8693.19,218.944994866,72310437335
grafo8695.17,195.723242529,437500
grafo8697.16,215.914767485,9360000
grafo8698.87,62.189639901,625
grafo8702.44,204.103669495,526500
grafo8705.98,62.531596459,18225
grafo8706.38,263.800997416,325325178750
grafo8708.63,173.582360987,95449000
grafo8709.22,199.420994696,13384800
grafo871.34,246.972529914,38588200
grafo8717.18,36.097837306,625
grafo8719.19,45.131728702,812
grafo8722.34,42.439614678,858
grafo8727.69,144.064599487,826875
grafo8745.55,195.213320053,856447650
grafo8753.78,41.736724846,625
grafo8754.10,79.01791692499999,625
grafo8763.76,204.131613151,17500
grafo8766.94,90.062454221,406250
grafo8769.51,53.755132606,625
grafo8771.94,200.319295531,54990000
grafo8776.85,63.270137671,15625
grafo8777.97,104.257162878,24500
grafo8781.81,241.55404279,15934961250
grafo8783.27,51.571563942,650
grafo8789.80,216.233446554,529984
grafo8790.98,107.867987427,11625000
grafo8792.21,26.684029688,625
grafo8797.59,177.842393893,18200
grafo8798.14,86.93450411800001,23750
grafo8801.79,215.182481297,15625
grafo8802.83,162.540097176,1541159875
grafo881.67,89.239838359,1003860
grafo8817.97,233.20665719,406250
grafo8818.46,229.788461725,1593750
grafo8821.60,229.488703284,1994200
grafo882.43,189.972060023,16875
grafo8827.53,271.933199738,258977645550
grafo8828.72,185.228795448,15625
grafo883.81,79.57161761099999,15625
grafo8838.42,60.791923256,2756
grafo8842.99,58.388135777,725
grafo8851.28,303.241199264,11056413750
grafo8857.40,24.932435963,702
grafo8872.67,200.734760082,604800
grafo8873.24,103.749025464,390625
grafo8879.64,210.529712578,12918528
grafo8885.85,107.334996807,50700
grafo8886.42,100.882409753,675
grafo8890.80,242.594093849,63550
grafo8891.16,218.527808603,17098677500
grafo8895.81,193.599578993,687500
grafo8897.93,233.037188219,850500
grafo8908.51,109.367298608,91838400
grafo8914.15,51.098983499,650
grafo8917.72,117.950372506,718750
grafo8918.64,80.09265098900001,23100
grafo8919.24,253.153158428,499516875
grafo8921.45,298.979557439,13768515000
grafo8922.95,209.341395103,2397600
grafo892.38,204.677224071,67600
grafo8924.92,209.492685212,720000
grafo8928.56,157.4014012,34400
grafo8930.19,373.909438571,140824597186000
grafo8934.12,185.421869492,23625
grafo8935.79,48.247685103,650
grafo893.58,28.731331093,650
grafo8937.43,286.645114877,7174001250
grafo8940.85,40.56880247,21450
grafo8945.63,94.08065686800001,438750
grafo8947.21,71.648384615,900
grafo8949.76,222.222238796,489375
grafo8954.77,256.498271684,57859487284000
grafo8955.17,202.99555417,665550
grafo8956.97,234.103886419,379291250000
grafo8958.96,52.973874044,625
grafo8959.38,236.636057915,1945242
grafo8964.78,45.096957246,625
grafo8965.39,216.712276231,484375
grafo8983.98,220.875362666,958035000
grafo8985.92,139.339323941,7546875
grafo8989.57,44.488416219,19375
grafo8990.100,209.941685106,13232700
grafo8992.97,290.554955053,10384982400
grafo8997.82,83.616404817,3513750
grafo8998.28,64.02051069700001,754509028
grafo9000.97,67.379225288,18750
grafo9003.59,79.239650689,15625
grafo9007.86,328.42647475,140668047000
grafo9009.16,189.224865031,13668750
grafo9010.59,234.070990888,122799456
grafo9012.32,62.410121093,574600
grafo9020.95,43.540938504,15625
grafo9022.22,94.01712617699999,29822
grafo9028.37,38.126773349,650
grafo9030.27,289.843593494,455751846000
grafo903.19,40.837917489,725
grafo9033.89,326.380963778,299812456788
grafo9035.22,239.385252661,12500000
grafo9038.21,50.2399637,1008
grafo9043.75,207.138724038,94187500
grafo9047.69,60.782761494,20250
grafo9048.60,181.073677638,390625
grafo9056.30,190.189522483,438750
grafo9057.19,116.583469849,875
grafo9063.92,187.390490097,24375
grafo9067.24,338.996363807,138560658750
grafo9069.12,34.619600403,650
grafo9070.66,185.31236584,6184690999
grafo9074.52,215.725695554,12387220650
grafo9075.23,109.582038954,9375000
grafo9076.96,183.511506528,15625
grafo9077.48,59.702382545,15625
grafo9091.15,198.421990796,11781250
grafo9094.23,283.532644919,96321960
grafo9098.88,77.015901263,4929
grafo9099.48,182.683971043,874800
grafo9101.57,75.502462189,15625
grafo9107.72,48.765392016,650
grafo9112.64,209.325702922,456300
grafo9116.99,174.372831556,650
grafo9117.54,28.159094268,756
grafo9118.79,58.939529507,18125
grafo9124.59,142.172681493,858
grafo9134.38,296.451731858,2899799498700
grafo9138.75,314.866739246,39356250
grafo9140.54,200.656814905,18225000
grafo9143.78,294.409898954,988323407500
grafo9144.64,51.815059257,25350
grafo9149.35,151.29941513,42691480
grafo9152.51,200.725589753,525000
grafo9154.51,77.95929063,16250
grafo915.77,184.199798456,27125
grafo9164.58,195.472479802,114036000
grafo9166.96,100.968731151,140546650
grafo9168.48,151.855323733,650
grafo9169.91,167.644653013,676
grafo9173.58,61.147971217,16875
grafo9175.39,330.066701651,27623484375
grafo9178.87,277.448069722,138125
grafo9183.66,183.351028665,16250
grafo9186.20,246.426379878,3639350
grafo9187.74,180.568748262,51000000
grafo9188.73,194.613985716,17550
grafo9190.94,91.82987994299999,15625
grafo9193.67,264.066535643,592154814956250
grafo9196.83,338.65107848,2593296826848
grafo9197.57,193.661899998,438750
grafo9198.15,204.155664496,10125000
grafo9200.36,107.127503914,11846250
grafo9202.60,194.301945917,390625
grafo9205.92,42.208278384,625
grafo9206.46,33.278371796,700
grafo920.67,209.813042222,4978463750
grafo921.15,22.59028052,650
grafo9214.81,105.217562575,484375
grafo9221.73,28.478093309,625
grafo922.43,214.964634829,1050102900
grafo9225.81,237.83928233,739500000
grafo9230.35,194.328196249,437500
grafo9232.38,53.918319647,16900
grafo9233.17,55.718471002,19375
grafo9234.37,207.117238924,15120000
grafo923.83,380.890396311,8117372296800
grafo9248.94,218.047730389,31885000
grafo9250.97,47.57535593,1625
grafo9257.38,96.210954706,390625
grafo9262.20,53.857961103,16250
grafo9267.46,201.862684695,20925
grafo9273.58,318.140125732,1243350000
grafo928.48,106.436115128,20988900
grafo9285.55,280.607871083,40779700
grafo9286.25,40.453217389,23125
grafo9289.23,221.262368237,50603124
grafo9293.72,49.47124548,700
grafo9294.74,194.39063372,548100
grafo9295.39,65.65761236,175392
grafo9297.15,149.614910304,231469700
grafo9307.85,279.958431957,423750
grafo9311.61,82.914063407,7254
grafo9312.98,182.839034555,503750
grafo9314.19,103.335829003,6623456
grafo9317.15,192.219497622,37800
grafo9323.45,226.278790009,14798700
grafo9324.88,63.724450553,16250
grafo932.66,23.189297704,825
grafo9328.74,114.148846127,31700
grafo9331.95,108.393404009,28547275
grafo9340.85,134.975310567,675
grafo9342.50,180.681718911,21141
grafo9346.10,93.550045463,28644
grafo9356.49,41.414183085,625
grafo9358.78,248.833254898,1180327500
grafo9360.96,223.541405185,455625
grafo9366.52,215.319210602,189352800
grafo9377.96,19.267378856,750
grafo9379.27,97.47872115200001,3332500
grafo9382.76,160.103996177,87592986
grafo9383.47,81.59680734200001,2626650
grafo9385.32,342.313011677,33331637664
grafo9386.99,67.900498394,10839675
grafo9387.20,356.753172858,818064206974560000
grafo9388.34,139.481890179,455625
grafo9391.70,48.617843751,650
grafo9392.57,154.452529742,775
grafo9395.41,56.130146297,37450
grafo9404.24,201.289106801,390625
grafo9405.38,196.311102477,11328125
grafo9406.25,39.269747541,16250
grafo9408.65,52.774780478,526500
grafo9409.57,29.113412402,840
grafo941.51,244.094332815,4369950
grafo9416.47,42.373098649,918
grafo9418.64,198.505799511,20925
grafo9420.67,257.331276961,88421875
grafo942.35,82.488585769,2720000
grafo9424.73,254.698067595,307200
grafo9433.19,115.569433059,32928
grafo9435.83,99.847893231,135000
grafo9437.72,229.575123555,61262500
grafo9438.45,38.566006622,625
grafo9447.52,152.599277029,918
grafo9449.13,184.751329119,975
grafo9455.78,23.443307367,729
grafo9456.62,264.921648675,106607301525
grafo945.77,227.63045015,523626723750
grafo9466.97,312.965072362,9226368840
grafo9476.62,106.95405465,1437500
grafo9479.56,204.475853595,581250
grafo9483.40,48.706797727,19604
grafo9484.25,101.07921072,390625
grafo9487.35,211.514130785,22270950
grafo9491.62,129.014671478,25597950
grafo9492.89,259.44093164,6292930984860
grafo9495.16,186.703595533,7015625
grafo9498.91,60.97555947,15625
grafo9511.83,211.66503628,438750
grafo9514.50,156.185043785,19600
grafo9529.51,58.347062861,625
grafo9530.74,33.276445522,775
grafo9531.49,209.378660555,826020000
grafo9532.58,77.603867126,832
grafo953.59,70.479603545,702
grafo9539.78,195.409499247,16900
grafo9540.80,335.547647118,22430064384
grafo9545.74,52.780513376,625
grafo9546.98,200.463765645,568750
